id	x	y	cluster	weight<Links>	weight<Total link strength>
E01N	0.3051	0.3225	5	19	26
E01O	-0.7165	-0.8389	1	1	1
E01P	-0.8745	-0.3569	1	6	7
E01R	-0.5265	1.1257	2	3	3
E01S	-0.444	-0.4981	1	2	2
E02A	-0.4609	-0.5942	1	1	1
E02B	-0.2979	-0.2398	1	614	311199
E02C	-0.5645	-0.2714	1	182	3022
E02D	-0.3455	-0.4147	1	645	526669
E02E	-0.9165	-0.2235	1	1	2
E02F	-0.6896	-0.1737	1	588	317788
E02G	-0.6389	-0.4391	1	7	10
E02H	-0.536	0.0191	1	10	11
E02I	-0.777	0.137	1	2	2
E02K	-0.6017	-0.0963	7	2	2
E02L	-1.028	0.2061	1	2	2
E02M	-1.2311	-0.159	1	3	7
E02N	-0.7666	-0.3099	1	6	6
E02O	-0.4851	-0.4557	1	5	7
E02P	-1.0312	0.1493	1	8	9
E03A	-0.1897	-0.9296	4	1	1
E03B	-0.2912	-0.3702	1	560	210596
E03C	-0.2935	-0.5937	1	516	184822
E03D	-0.1509	-0.6839	4	479	106786
E03E	-0.1538	-0.5738	1	5	8
E03F	-0.2772	-0.414	1	516	234419
E03G	-0.2892	-0.0432	4	5	5
E03H	-0.3138	-0.0678	1	5	5
E03J	-0.6282	0.3571	2	5	5
E03L	-0.2612	-0.5755	1	4	5
E03R	-0.379	-0.6569	1	3	3
E04A	-0.5441	-0.5711	1	5	7
E04B	-0.3103	-0.3713	1	713	1188312
E04C	-0.1793	-0.4175	1	651	594617
E04D	-0.2685	-0.497	1	580	297999
E04E	-0.1303	-0.4875	1	20	36
E04F	-0.2822	-0.3921	1	658	626628
E04G	-0.4043	-0.4659	1	628	489193
E04H	-0.4063	-0.3224	1	700	734511
E04I	-0.2996	-0.4633	1	8	9
E04J	-0.2559	-0.543	1	9	9
E04K	-0.3669	-0.3623	1	4	8
E04L	-0.3225	-0.4923	1	20	37
E04M	-0.5291	-0.3114	1	9	14
E04N	0.1176	-0.3312	3	3	4
E04O	-0.1342	-0.2185	1	8	10
E04P	-0.4874	-0.5482	1	10	13
E04Q	-0.5934	1.1547	2	4	4
E04R	-0.7527	-0.5398	1	4	4
E05B	-0.6714	-0.2498	1	633	439938
E05C	-0.6377	-0.2006	1	547	204857
E05D	-0.7469	-0.4121	1	575	253900
E05E	-0.7339	-0.0669	1	11	12
E05F	-0.7031	-0.2599	1	576	337092
E05G	-0.402	0.0511	2	353	34448
E05H	-0.5295	0.0558	2	6	6
E05K	-0.1711	0.4872	2	1	1
E05L	-0.8046	-0.2708	1	6	19
E05M	0.0882	-0.0645	4	4	4
E05S	-0.5958	0.4183	2	5	5
E06A	-0.908	-0.6913	1	1	1
E06B	-0.7064	-0.5177	1	674	626038
E06C	-0.4205	-0.3944	1	448	43720
E06D	-0.7249	-0.5542	1	13	27
E06E	-0.908	-0.6908	1	1	3
E06F	-0.3685	0.1201	2	26	47
E06G	-0.5428	-0.5274	1	14	23
E06H	-0.554	-0.4149	1	6	7
E06K	-0.3072	0.6358	2	13	14
E06L	-0.6718	-0.6191	1	2	2
E06M	-0.9003	-0.5232	1	2	2
E06N	-0.9379	-0.6234	1	2	2
E06V	-0.7506	-0.9517	1	1	1
E07B	0.5249	0.0194	5	2	2
E07C	1.4922	0.2504	5	2	5
E07D	0.8392	0.0647	5	9	12
E07E	1.4585	0.2438	5	2	2
E07G	-0.5969	-0.72	1	2	3
E07K	1.1771	0.2899	5	5	5
E08B	-0.3545	-0.2256	1	20	23
E08C	-0.811	-0.0381	1	4	4
E08D	-0.7778	-0.6466	1	2	3
E08F	0.7816	0.0911	3	4	5
E08L	0.7463	0.0108	3	3	4
E09B	0.0095	0.1167	2	25	26
E09C	-0.6552	-0.4294	1	8	9
E09D	0.1208	-0.1062	3	10	10
E09F	-0.1703	0.1676	2	5	6
E09G	-0.2841	0.7818	2	9	18
E09H	0.3543	-0.2579	5	10	10
E09J	0.7563	-0.0517	3	1	1
E10C	-0.1558	-0.4539	1	4	4
E10D	-0.7605	0.3005	2	3	3
E10F	-0.1091	-0.2096	1	2	4
E10G	0.4376	-0.0754	3	7	8
E10K	0.6558	0.0391	3	1	1
E10L	-0.3522	0.7199	2	4	4
E11B	-0.4044	-0.3261	1	2	2
E11C	-0.3584	1.2742	2	1	1
E11D	1.1809	0.1242	5	4	5
E12B	-0.4016	0.2699	2	15	26
E12D	-0.7016	-0.5435	1	4	5
E12F	-0.9163	-0.2236	1	1	1
E12M	0.4967	0.213	3	6	6
E12N	1.3966	0.2944	5	6	8
E12P	1.5096	0.2741	5	9	10
E12Q	1.0472	0.4765	5	6	6
E13D	0.449	-0.1704	3	1	2
E14B	-0.4155	-0.5349	1	1	1
E15B	-0.9183	-0.3573	1	2	3
E15F	-0.7768	-0.4626	1	3	3
E16B	-0.4514	-0.4697	1	8	12
E16C	-0.5909	-0.4789	1	13	17
E16D	-0.0949	-0.2581	3	6	13
E16F	-0.8552	-0.3793	1	5	7
E16G	-0.0878	-0.307	3	2	2
E16H	-0.7441	-0.2559	1	9	16
E16J	-0.5529	-0.0292	1	7	8
E16K	-0.5454	-0.1699	1	11	16
E16L	-0.335	-0.4609	1	12	24
E16M	-0.4562	-0.4798	4	3	3
E16N	-0.575	-0.6769	1	1	2
E16P	-0.234	-0.6554	6	1	1
E16S	-0.9078	-0.6912	1	1	1
E17B	-0.5683	-0.2436	1	2	2
E17C	-0.0775	-0.3228	1	3	4
E17D	-0.4288	-0.634	1	3	3
E19B	-0.4323	-0.7065	1	1	1
E20B	-0.3957	-0.3748	1	7	7
E20D	-0.1821	-0.466	1	5	6
E20F	-0.8365	-0.6437	1	1	1
E21B	-0.3552	-0.0762	1	694	653034
E21C	-0.5702	-0.2172	1	501	111708
E21D	-0.6435	-0.474	1	551	201282
E21E	-0.5224	-0.0992	1	11	16
E21F	-0.4757	-0.1809	1	534	142683
E21H	-0.0677	0.4627	2	5	5
E21I	0.0981	-0.0221	3	2	2
E21J	-0.4842	-0.0885	1	1	1
E21K	0.2964	0.6447	2	1	1
E21L	-0.3142	-0.2527	1	6	7
E21M	-0.5856	0.0798	1	2	2
E21O	-0.8365	-0.6433	1	1	1
E21P	-0.484	-0.0893	1	1	1
E21Q	-0.7807	0.4178	2	5	5
E21R	-0.6216	-0.2483	1	4	6
E21S	-0.8368	-0.6436	1	1	1
E21T	-0.4483	-0.6453	1	2	2
E21V	-0.4272	0.1364	2	11	18
E22B	0.1155	-0.2911	1	8	8
E22C	-0.4604	-0.5939	1	1	1
E22D	-0.4605	-0.5943	1	1	1
E22F	0.3374	0.0734	3	1	1
E23B	-0.4417	-0.352	1	4	5
E23C	-0.1321	0.2632	2	3	3
E23D	-0.3534	-0.1275	2	7	7
E23G	-0.1197	-0.247	3	10	10
E23M	-0.4419	-0.4363	1	3	3
E23P	-0.4201	-0.1058	6	2	2
E23Q	-0.293	-0.274	6	5	6
E24B	-0.5189	-0.5231	1	1	1
E24D	-0.5074	-0.5115	1	2	3
E24E	-0.6719	-0.0067	1	1	1
E24F	-0.5274	-0.4177	1	10	18
E24H	-0.5044	-0.5679	1	4	4
E24J	0.1556	-0.3392	1	8	8
E25B	-0.1966	-0.1509	1	14	17
E25C	-0.4244	-0.4175	1	5	6
E25D	-0.1907	0.2287	2	5	5
E25J	0.4869	-0.08	3	3	3
E26B	0.0494	-0.3444	4	4	4
E27B	-0.0301	-0.0205	3	8	12
E27C	-0.3546	-0.535	6	2	2
E27E	-0.1462	-1.0367	6	1	1
E27F	-0.0338	-0.7818	6	4	4
E28B	0.1226	-0.2706	3	6	8
E28C	0.0437	-0.2367	3	3	3
E28D	-0.2987	-0.1843	1	7	10
E28E	-0.1241	-0.4279	1	6	7
E28F	-0.2808	0.2063	1	4	4
E29C	0.0633	-0.4429	3	4	5
E29D	-0.414	-0.5957	1	2	2
E29H	0.2532	-0.3788	3	1	1
E30B	0.2362	0.4223	2	4	4
E31B	-0.4843	-0.0892	1	1	1
E31C	-0.7651	-0.2953	1	1	2
E31D	0.2711	-0.7958	6	1	1
E32B	0.3815	0.0121	3	9	9
E37A	-0.4767	-0.4366	1	5	11
E37B	-0.1797	-0.5759	1	7	16
E37C	-0.3475	-0.6495	1	4	7
E37D	-0.4482	-0.5433	1	4	9
E37E	-0.1731	-0.6538	3	3	3
E37F	-0.4789	-0.424	1	12	19
E37G	-0.7349	-0.6612	1	4	13
E40H	-0.4876	-0.1343	6	1	1
E41A	-1.4987	0.021	7	1	3
E41B	-0.3587	0.1912	1	4	4
E41C	-0.7037	-0.0788	1	2	2
E41F	-0.2757	-0.2641	1	3	3
E41G	-0.8961	0.2122	7	1	2
E41H	-0.6702	0.0441	7	1	2
E41J	-0.1173	0.8212	2	6	6
E41M	0.2935	0.1492	2	4	4
E42B	0.1661	0.0459	7	6	14
E42C	-1.2309	0.1346	7	2	3
E44B	0.1048	-0.5373	3	3	3
E45D	-0.5675	-0.1103	1	4	4
E45F	-0.5486	-0.4583	1	1	1
E46B	-0.7689	-0.9118	4	1	1
E47B	-0.5572	-0.57	1	4	4
E47G	-0.3347	-0.5451	4	4	4
E47K	0.0774	-1.1165	4	2	3
E49B	-0.0356	-0.0942	1	3	3
E50D	-0.9491	-0.4563	1	2	2
E60B	-1.1524	-0.5134	1	1	1
E60H	-0.733	-0.5821	1	1	1
E60J	-1.0311	-0.6041	1	2	2
E60K	-0.7054	0.3639	1	2	2
E60R	-0.2607	-0.6203	4	2	2
E60T	-1.0154	-0.1177	1	2	3
E61B	-0.5411	0.279	1	3	4
E61J	-0.6854	-0.1166	1	2	2
E61K	-0.6438	0.0054	1	3	3
E62D	-0.1699	-0.2152	1	7	8
E62H	-0.9931	-0.1467	1	4	4
E63B	-0.6815	-0.4695	1	5	6
E63C	-0.5966	-0.543	1	7	8
E63D	-0.2884	-0.5082	4	2	2
E63G	-0.5236	-0.0411	4	2	2
E63H	-0.9039	-0.3653	1	2	2
E64B	-0.3519	-0.7056	1	1	1
E64F	-0.4686	-0.3882	1	3	3
E64G	-0.5347	-0.6567	1	1	1
E65B	-0.8894	-0.3377	1	1	1
E65C	-0.5188	-0.5038	1	2	3
E65D	-0.2894	-0.1091	4	11	14
E65E	0.7366	-0.1785	3	3	5
E65G	-0.3736	-0.1186	4	7	9
E68A	-0.8895	-0.3374	1	1	1
E68B	-0.8605	-0.2842	1	2	4
E68C	-0.9675	-0.5544	1	1	3
E68D	-0.9226	-0.4714	1	2	3
E71B	-0.4839	-0.0888	1	1	1
E85F	0.0267	-0.3688	3	3	3
E91B	-0.4847	-0.0887	1	1	1
E94F	-0.1556	-0.2636	4	1	1
E94H	-0.6442	-0.2132	1	2	2
E95B	-0.6804	-0.4009	1	4	4
E99Z	-0.3414	-0.1704	1	45	61
F00B	-1.0132	-0.1809	1	7	9
F00D	-1.2777	-0.1037	1	1	5
F00L	-1.188	-0.2215	1	2	2
F00M	-0.9639	-0.0126	1	7	10
F00N	-1.2708	-0.1017	1	4	4
F00P	-1.3678	-0.0074	1	2	2
F00X	0.2104	-0.4614	6	3	6
F01B	-0.758	-0.2205	1	503	94483
F01C	-0.8564	-0.3571	1	427	97531
F01D	-0.72	-0.232	1	616	477284
F01F	-0.676	-0.0612	1	36	72
F01G	-1.0155	-0.2684	1	9	13
F01H	-0.4634	-0.2385	1	18	28
F01J	-0.4509	0.0359	1	25	31
F01K	-0.3823	-0.2195	1	482	181393
F01L	-0.9602	-0.1768	1	481	190815
F01M	-0.5338	-0.2504	1	443	180694
F01N	-0.6232	-0.2429	1	587	508014
F01O	-0.9512	-0.3081	1	1	4
F01P	-0.8536	-0.2177	1	482	227139
F01Q	-0.9512	-0.3079	1	1	1
F01R	-0.256	0.1727	1	13	16
F01T	0.256	0.8155	2	1	1
F01V	-0.3006	0.7484	2	2	2
F01W	-0.98	-0.1563	1	5	6
F01X	-0.8265	-0.2462	1	15	52
F02B	-0.8827	-0.1775	1	663	880552
F02C	-0.7494	-0.2129	1	548	398336
F02D	-1.003	-0.0889	1	598	853985
F02E	-1.1202	-0.3068	1	2	2
F02F	-0.7766	-0.2153	1	473	268349
F02G	-0.5815	-0.1744	1	449	87500
F02H	-0.8467	-0.0697	1	32	61
F02J	-0.7326	-0.1238	1	14	14
F02K	-0.8688	-0.1247	1	473	109628
F02L	-0.7877	-0.2105	1	29	51
F02M	-0.9442	-0.2062	1	648	693547
F02N	-0.9568	-0.1047	1	425	133877
F02O	-1.0729	-0.191	1	8	11
F02P	-1.174	0.0617	1	457	169565
F02Q	-1.1127	-0.0294	1	3	3
F02R	-0.8526	-0.0626	1	20	37
F02T	-1.1846	-0.0358	1	3	3
F02U	-0.633	-0.2444	1	3	3
F02V	-0.8875	-0.363	1	5	5
F02W	-1.1697	0.4104	1	2	2
F02X	-1.2458	-0.1815	1	2	2
F03B	-0.7286	-0.2288	1	513	111459
F03C	-0.8021	-0.265	1	378	52359
F03D	-0.7419	-0.1079	1	540	196844
F03E	-0.453	-0.0244	1	6	6
F03F	-0.2228	0.2632	2	9	10
F03G	-0.5245	-0.0824	1	547	110556
F03H	-0.3711	0.2802	2	270	9678
F03K	-0.8835	-0.0642	1	4	4
F03M	-0.97	-0.1268	1	7	13
F03N	-1.246	-0.1813	1	2	2
F03O	-1.0272	-0.1316	1	7	9
F03P	-0.9479	0.0176	1	2	2
F03S	-0.936	-0.5067	1	2	2
F04A	-0.8903	-0.3151	1	1	1
F04B	-0.6712	-0.235	1	697	582557
F04C	-0.6622	-0.2643	1	559	212472
F04D	-0.7429	-0.2238	1	676	490185
F04E	-0.4586	-0.3678	1	6	6
F04F	-0.429	-0.2869	1	497	57549
F04G	-0.5477	-0.2634	1	50	93
F04H	-0.5221	-0.3769	1	52	118
F04J	-0.3755	-0.1779	1	2	2
F04K	-1.1892	-0.2427	1	2	2
F04L	-0.4311	0.695	2	7	7
F04M	-1.0578	-0.2866	1	2	2
F04N	-0.897	-0.25	1	7	7
F04O	-0.9797	-0.2945	1	1	1
F04P	-0.9893	-0.2875	1	6	8
F04R	-0.7037	-0.0347	1	7	7
F04T	-0.8902	-0.315	1	1	1
F04W	-0.9798	-0.2948	1	1	2
F05B	-0.729	-0.2993	1	52	140
F05C	-0.7748	-0.3022	1	42	97
F05D	-0.7909	-0.2884	1	28	41
F05E	-0.8264	-0.3998	1	3	4
F05F	-0.7997	-0.2804	1	15	20
F05G	-0.6048	-0.2327	1	41	80
F05L	-0.3739	0.0697	1	4	4
F05O	-0.8901	-0.3154	1	1	1
F06A	-0.0125	-0.3071	3	7	7
F06B	-0.4388	-0.3717	1	91	264
F06C	-0.4791	-0.3997	1	64	177
F06D	-0.7095	-0.3573	1	98	342
F06E	-0.5474	-0.4037	1	7	9
F06F	-0.6506	-0.0476	1	72	144
F06G	-0.3739	-0.4785	1	45	90
F06H	-0.6083	-0.3507	1	62	168
F06J	-0.6622	-0.3748	1	22	43
F06K	-0.494	-0.3191	1	77	302
F06L	-0.3707	-0.4527	1	64	198
F06M	-0.6042	-0.1015	1	13	13
F06N	-0.5433	-0.4797	1	29	57
F06P	-0.2967	-0.4695	1	10	12
F06Q	0.6599	-0.3802	3	3	3
F06R	-0.7633	-0.186	1	7	7
F06T	-0.724	-0.1087	1	3	6
F06V	-0.2025	0.734	2	1	1
F07B	-1.0429	-0.1863	1	11	22
F07C	-0.6089	0.0926	7	19	22
F07D	-0.4657	0.2244	7	18	26
F07F	-0.7441	-0.0156	7	33	90
F07G	-1.0027	0.2223	7	3	8
F07H	-0.7196	0.1661	7	10	20
F07J	-0.6479	-0.1549	7	17	25
F07K	-1.2961	-0.0281	7	7	22
F07L	-1.0032	0.0631	7	11	24
F07M	-1.2126	-0.2608	1	1	1
F07N	-0.6649	0.0187	1	5	5
F07P	-1.1207	-0.294	1	5	8
F08B	-0.1632	-0.4908	1	4	4
F08C	-1.1127	-0.2632	1	3	3
F08F	-1.179	-0.2422	1	2	2
F08J	0.3695	-0.1964	3	2	2
F08K	1.394	0.1361	5	3	3
F08M	-0.7903	-0.1706	1	4	4
F09B	-0.5519	-0.2003	1	25	53
F09D	-0.4263	-0.2207	3	2	2
F09F	-0.4559	0.9138	2	1	1
F09G	-0.1281	0.8869	2	3	3
F09K	0.4392	0.2862	3	4	4
F09L	-0.7478	-0.0708	1	3	3
F09M	-1.231	-0.2208	1	1	1
F10B	0.057	-0.2192	4	3	3
F10C	-0.4524	-0.5435	1	6	7
F10D	-0.9327	-0.3495	1	5	13
F10F	-0.9097	-0.3657	1	2	4
F10H	-0.9201	-0.3286	1	6	6
F10J	-0.7046	-0.4331	1	1	1
F10K	-0.6031	-0.1714	1	4	7
F10L	-0.7768	-0.1255	1	11	15
F10M	0.1394	-0.2945	4	6	6
F10N	-0.6333	-0.2251	1	11	14
F10P	-1.156	-0.2547	1	3	3
F10S	-0.3741	-0.5431	1	4	4
F10X	-0.995	-0.2516	1	6	17
F11B	-0.4637	0.7768	2	3	6
F11C	-0.4681	0.1595	2	1	1
F11D	0.3172	0.1609	5	10	10
F11G	0.1134	-0.4619	1	3	4
F11M	-0.5864	0.0479	1	6	11
F11S	-0.4473	0.0934	2	3	3
F12B	-0.6518	-0.3196	1	14	15
F12C	0.2529	-0.1293	3	4	4
F12F	-0.8969	-0.3576	1	1	1
F12G	-0.0587	-0.5183	1	2	2
F12K	-0.8324	-0.245	1	3	3
F12L	-0.4229	0.1356	2	3	3
F12M	-0.6524	-0.052	1	5	5
F12N	1.271	0.3931	5	4	8
F12P	0.383	0.4437	2	5	5
F12V	-0.3184	0.5125	2	18	48
F13B	-0.7197	-0.2723	1	2	2
F13C	0.0845	-0.4662	4	1	1
F13D	-0.7025	0.3181	2	4	4
F13K	0.0858	-0.3846	4	2	2
F13L	0.3614	-0.0364	4	1	1
F14A	-1.4879	-0.0474	7	3	6
F14B	-0.8803	0.0119	7	4	5
F14C	-1.3748	-0.0951	7	4	4
F14D	-0.5551	-0.0177	1	2	2
F14F	-1.3216	-0.0922	7	6	6
F14G	-0.3763	0.5038	2	2	3
F14H	-0.5138	-0.2152	7	3	5
F14J	-0.7534	-0.3084	1	6	6
F14K	-0.8302	-0.3304	1	1	1
F14L	-0.5182	-0.5236	1	1	1
F14M	-0.5653	-0.4794	1	4	4
F15B	-0.6826	-0.2684	1	659	432547
F15C	-0.4296	-0.0226	1	443	39446
F15D	-0.5747	-0.1799	1	478	45004
F15F	-0.8006	-0.3891	1	5	6
F15G	0.5565	-0.8375	4	2	2
F15H	-0.3342	-0.3309	1	14	20
F15J	-0.2234	-0.2529	1	13	20
F15K	-0.8192	-0.2182	1	4	8
F15L	-0.3626	-0.0034	1	10	15
F15N	0.0607	-0.8839	3	2	2
F15S	-0.2134	-0.5372	6	6	6
F16A	-0.9131	-0.2734	1	11	16
F16B	-0.3498	-0.3219	1	730	832248
F16C	-0.3769	-0.2749	1	689	790554
F16D	-0.857	-0.3913	1	717	673472
F16E	-0.5027	-0.2058	1	13	14
F16F	-0.6782	-0.2634	1	692	837211
F16G	-0.3047	-0.4308	1	570	139501
F16H	-0.7311	-0.3114	1	727	1025859
F16I	-0.3997	-0.349	1	27	54
F16J	-0.5261	-0.3089	1	677	533831
F16K	-0.4758	-0.1993	1	739	845371
F16L	-0.3859	-0.3662	1	765	1091345
F16M	-0.5445	-0.0001	1	660	587195
F16N	-0.436	-0.4841	1	573	150277
F16O	-0.851	-0.3552	1	6	10
F16P	-0.1798	-0.4549	6	540	60023
F16Q	-0.4448	-0.2068	1	12	15
F16R	-0.5697	-0.2218	1	18	42
F16S	-0.3385	-0.3198	1	468	57025
F16T	-0.5853	-0.0408	1	325	16089
F16U	-0.6031	-0.3534	1	4	4
F16V	-0.5044	0.021	1	18	18
F16W	-0.6761	-0.4635	1	5	8
F16X	-0.6431	-0.2725	1	1	1
F16Z	-0.5186	-0.5234	1	1	1
F17B	-0.1884	-0.2058	1	239	3854
F17C	-0.314	-0.2313	1	607	251625
F17D	-0.2841	-0.1032	1	572	147130
F17F	-1.3727	-0.6492	1	2	2
F17G	-0.1587	-0.0975	1	14	16
F17H	-0.4041	-0.6186	1	1	1
F17J	-0.4625	-0.3109	1	9	11
F17K	-0.5814	-0.1978	1	3	3
F17L	-0.5303	-0.3946	1	9	15
F17O	1.1698	0.1887	3	1	1
F17S	-0.3244	-0.5716	1	2	2
F17T	-0.7896	-0.035	1	1	1
F18B	-0.5104	-0.0484	1	2	2
F18C	-0.3308	-0.1446	1	5	7
F18D	-0.8948	-0.1822	1	6	7
F18F	-0.3925	-0.072	1	5	7
F18G	-0.42	-0.5179	1	4	5
F18H	-0.9591	-0.4216	1	1	1
F18J	-0.7046	-0.4329	1	1	1
F18K	-0.455	-0.236	1	4	8
F18L	-0.5183	-0.5229	1	1	3
F18M	-0.79	-0.5808	4	2	2
F19D	-1.0383	-0.1649	1	2	2
F19G	0.2528	-0.3968	3	2	2
F19H	-1.0257	-0.3903	1	2	3
F19L	0.0971	-0.3177	3	4	6
F20B	-0.9363	-0.1572	1	4	4
F20C	-1.1447	-0.2231	1	1	1
F20D	-1.215	-0.1542	1	3	7
F20F	-0.5814	-0.3338	1	4	5
F20K	-1.0667	0.0769	1	2	2
F20M	-1.2128	-0.2615	1	1	1
F20N	-1.2525	-0.1139	1	2	2
F20P	-1.456	0.0858	1	1	1
F21B	-0.2531	0.0053	1	85	344
F21C	-0.4516	0.1251	2	55	146
F21D	-0.4823	-0.1991	1	33	51
F21E	-0.506	0.2217	1	2	2
F21F	-0.4659	-0.1998	1	32	48
F21G	-0.5589	0.0106	1	11	14
F21H	-0.3583	0.1064	2	92	920
F21J	-0.3499	0.2923	2	17	29
F21K	-0.3831	0.3276	2	484	225117
F21L	-0.459	0.2382	2	468	118788
F21M	-0.6521	0.3457	2	332	49825
F21N	-0.6827	0.3124	2	14	30
F21P	-0.4915	0.327	2	248	15511
F21Q	-0.6561	0.3476	2	280	34649
F21R	-0.4452	0.3719	2	6	6
F21S	-0.504	0.2968	2	629	1433364
F21U	-0.5824	0.3703	2	11	33
F21V	-0.448	0.2729	2	705	2161746
F21W	-0.4896	0.2871	2	528	549002
F21X	-0.0735	0.87	2	1	1
F21Y	-0.4502	0.2993	2	572	1131720
F22B	-0.1702	-0.3394	1	561	228525
F22C	-0.1832	-0.2721	1	34	47
F22D	-0.1791	-0.3157	1	363	56446
F22F	-0.1295	-0.1118	1	8	12
F22G	-0.201	-0.3977	1	309	26442
F22H	-0.2141	-0.4345	1	11	11
F22J	-0.2769	-0.4944	1	12	18
F22K	-0.5871	0.2566	2	4	4
F22L	-0.3907	-0.5392	1	3	3
F22M	-1.0578	-0.2863	1	2	2
F22R	-1.2455	-0.3324	1	1	1
F22V	-0.2055	0.2564	2	13	19
F23A	-0.6131	0.0353	1	2	3
F23B	-0.115	-0.438	1	332	46830
F23C	-0.3329	-0.3772	1	491	184990
F23D	-0.2906	-0.2644	1	610	237951
F23F	-0.1365	-0.3631	1	35	77
F23G	0.0317	-0.2968	1	550	257006
F23H	-0.0979	-0.4529	1	251	18493
F23J	-0.1367	-0.4116	1	503	235830
F23K	-0.2034	-0.3057	1	477	108306
F23L	-0.3203	-0.4452	1	446	157619
F23M	-0.2132	-0.3728	1	429	73854
F23N	-0.3575	-0.2741	1	487	156663
F23O	-0.3039	-0.8698	1	1	1
F23P	-0.1438	-0.2968	1	18	19
F23Q	-0.5067	0.0122	1	534	77717
F23R	-0.9765	-0.2603	1	368	85215
F23S	-0.4201	-0.4605	1	2	2
F23T	-0.4028	-0.3919	1	6	6
F23U	-0.6212	-0.3786	1	12	13
F23V	-0.6366	0.4145	2	4	5
F24A	0.3864	0.3336	2	5	5
F24B	-0.2371	-0.6335	1	412	37120
F24C	-0.1696	-0.3197	1	586	317768
F24D	-0.3797	-0.3863	1	576	288161
F24E	-0.3603	0.0222	1	5	6
F24F	-0.3734	-0.301	1	702	756498
F24G	-0.3993	-0.4121	1	30	53
F24H	-0.3597	-0.4104	1	631	368774
F24I	-0.4141	-0.5091	1	6	6
F24J	-0.2514	-0.1806	1	569	193660
F24K	-0.4103	-0.3495	1	2	2
F24L	-0.0934	-0.3541	1	14	29
F24M	-0.4236	-0.3563	1	23	29
F24N	-0.4872	-0.3594	1	10	10
F24P	-0.2504	-0.4867	1	6	6
F24Q	-0.5809	0.2951	1	3	3
F24S	-0.3009	-0.0906	1	531	234241
F24T	-0.3534	-0.288	1	233	12961
F24V	0.1258	-0.2217	1	375	25031
F24X	0.2774	-0.4703	4	2	2
F25B	-0.2419	-0.3162	1	653	600927
F25C	-0.1165	-0.3696	1	486	55032
F25D	-0.112	-0.3422	1	676	500494
F25E	-0.3238	-0.4571	1	1	1
F25F	-0.354	-0.3148	1	39	61
F25G	-0.0759	-0.3096	1	30	50
F25H	-0.1234	-0.3529	1	53	139
F25I	0.2591	-0.1781	3	3	4
F25J	0.2358	-0.1107	3	427	82978
F25K	0.4807	-0.1033	3	7	7
F25L	0.3799	-0.2843	1	8	11
F25M	-0.4261	-0.2209	3	2	2
F25O	-0.1968	-0.4485	1	8	10
F25P	-0.142	-0.5003	1	1	1
F25R	-0.1325	-0.0461	3	3	3
F25S	0.0072	-0.0995	3	6	7
F25T	0.3371	-0.1504	3	1	1
F25V	-0.0281	-0.1221	3	6	7
F26B	0.2958	-0.3417	3	677	534657
F26C	0.3965	-0.3512	5	8	11
F26D	0.0992	-0.2228	1	38	55
F26F	-0.1056	-0.4948	1	8	11
F26G	0.0657	-0.4936	1	3	3
F26H	-0.5218	-0.3637	1	3	3
F26J	0.2812	0.0541	3	13	24
F27B	0.1915	-0.1509	3	617	408529
F27C	-0.154	-0.1897	1	25	50
F27D	0.1615	-0.2028	3	598	503598
F27F	-0.4215	-0.0638	1	6	6
F27G	0.1714	-0.2966	3	7	8
F27J	0.3562	-0.114	3	5	8
F27K	-0.5637	-0.601	6	1	1
F27M	-0.0212	-0.4162	1	5	9
F27N	0.2912	-0.2213	3	4	4
F27O	0.1417	-0.45	3	4	4
F28B	-0.1029	-0.288	1	438	48368
F28C	-0.0517	-0.5392	1	460	73623
F28D	-0.1471	-0.2586	1	657	623456
F28E	-0.0509	-0.4196	1	3	3
F28F	-0.1985	-0.2357	1	642	640203
F28G	-0.1475	-0.4199	1	409	59907
F28H	-0.0353	-0.2077	1	10	14
F28J	0.3277	-0.1757	3	4	4
F28K	0.4404	-0.6477	4	2	2
F28N	-0.3322	-0.6308	1	3	3
F28O	-0.4871	-0.4009	1	6	7
F28R	0.827	0.0188	3	6	6
F28S	0.252	-0.415	3	1	1
F29B	-0.1722	-0.1275	1	6	6
F29C	0.0705	-0.2558	1	18	19
F29D	-0.5019	-0.2631	1	8	8
F29F	-0.5051	-0.4285	1	1	1
F29G	-0.1829	-0.6034	1	2	2
F29H	-0.4948	-0.1125	4	3	3
F29J	-0.1553	0.4042	2	3	3
F29Q	-0.6883	0.0384	1	1	1
F29V	-0.584	0.3099	1	2	2
F30B	-0.6015	-0.4346	1	3	3
F30H	-0.2271	0.4715	2	2	2
F31A	-0.3486	-0.022	7	2	2
F32B	-0.0885	-0.1672	3	13	14
F32C	-0.5692	0.216	1	3	3
F32D	-0.1487	-0.0825	4	3	3
F32G	-0.0292	-0.4423	1	6	6
F32Q	-0.7311	0.1005	1	4	4
F34D	-0.1931	-0.4604	1	5	6
F34F	-0.5052	-0.4281	1	1	1
F34H	-0.4428	-0.5859	1	3	7
F34J	-0.4228	-0.1526	1	3	9
F36A	-0.3797	-0.6064	1	5	9
F36B	0.3373	-0.6396	4	2	2
F36C	-0.71	-0.4591	1	2	2
F36D	-0.5315	-0.5218	1	5	7
F36E	-0.4801	-0.587	1	1	2
F40B	-0.6538	-0.6355	4	3	3
F40D	-0.5049	-0.4282	1	1	1
F40F	-0.1437	-0.1592	3	7	7
