id	x	y	cluster	weight<Links>	weight<Total link strength>
B08K	0.7041	0.0056	3	11	11
B08L	0.3263	-0.1291	3	9	9
B08Q	-0.7056	0.6347	2	5	5
B08R	0.0394	0.2409	3	2	2
B08V	0.4263	0.0796	3	4	4
B09B	0.3958	-0.0946	3	620	391246
B09C	0.4108	-0.0203	3	409	115035
B09D	0.561	0.1075	3	19	24
B09F	-0.18	0.1025	2	15	34
B09G	-0.3015	0.715	2	15	27
B09J	0.6489	-0.0286	3	9	12
B09K	0.6766	-0.001	3	7	7
B09L	0.5659	0.3392	5	1	1
B09S	0.0483	-0.2063	3	4	4
B10D	0.4185	0.0284	3	30	56
B10F	0.6678	-0.0837	3	3	3
B10G	0.9399	0.0837	3	4	4
B10J	0.6517	0.1525	3	17	27
B10K	-0.0595	-0.056	4	2	2
B10L	0.1554	0.6872	5	17	20
B10M	1.4113	0.1839	5	4	4
B10N	-0.8203	-0.6092	4	2	2
B10S	-0.2843	-0.1509	1	3	4
B11B	-0.2278	0.5996	2	17	56
B11C	-0.3046	0.9699	2	10	19
B11D	1.1097	0.1465	5	13	15
B11F	0.6538	0.0343	3	4	4
B11G	-0.339	-0.3937	4	2	2
B11J	0.2225	0.5343	2	9	11
B11L	-0.4041	-0.6183	1	1	1
B11R	-0.3971	0.8779	2	2	2
B12B	-0.1425	0.1992	3	7	9
B12C	0.3579	-0.3941	3	2	2
B12D	0.0042	-0.2797	3	22	29
B12F	-0.0382	-0.3453	6	3	3
B12G	0.9393	0.0648	3	9	22
B12H	-0.2057	-0.2239	3	10	13
B12K	-0.7806	-0.3782	1	2	2
B12N	1.3174	0.2248	5	4	4
B12P	0.0523	-0.6484	6	2	2
B12Q	1.1828	0.4077	5	3	3
B12S	0.4198	-0.1013	3	3	3
B13B	0.105	-0.0454	3	11	11
B13D	0.0028	-0.8042	6	5	5
B13K	-0.1849	0.077	2	1	1
B13P	-0.168	0.6424	2	1	1
B14B	-0.0638	0.8463	2	2	2
B14F	0.0343	0.2741	2	4	5
B14J	0.1637	0.4188	2	13	19
B14M	0.2877	0.6133	2	3	3
B15B	-0.184	-0.2112	6	6	6
B15D	0.1174	0.3487	2	2	3
B15E	-0.3034	0.9729	2	1	1
B15G	-0.4874	0.0234	1	5	5
B15H	0.0017	-0.2596	6	6	8
B15P	-0.4218	-0.4911	1	2	2
B16B	-0.0948	-0.1231	6	20	21
B16C	-0.3034	-0.3712	1	9	11
B16D	-0.5426	-0.3158	1	19	27
B16F	-0.8994	-0.3781	1	5	9
B16H	-0.959	-0.4225	1	1	1
B16J	-0.708	-0.3966	1	3	4
B16K	-0.9168	-0.2784	1	5	9
B16L	0.2635	-0.0131	3	19	30
B16M	-0.6858	-0.4004	1	2	2
B16P	0.0558	-0.5493	6	2	2
B16Q	-1.0928	0.2755	1	1	1
B16T	-0.82	0.0943	1	3	5
B17C	0.0619	-0.3424	4	2	2
B17D	0.2493	-0.2593	4	4	4
B17L	0.9046	-0.3037	3	5	5
B17P	-0.3714	-0.3963	6	1	1
B18C	0.0159	0.5738	2	2	2
B19B	0.5933	-0.3747	3	1	1
B19C	-0.8214	-0.4849	1	3	3
B20A	-1.0226	-0.4698	1	2	4
B20B	-0.1759	-0.3192	3	8	9
B20C	0.4215	-0.3516	3	17	20
B20D	-0.7216	-0.3643	1	3	7
B20E	-1.1725	-0.4232	1	1	2
B20F	-0.7154	-0.4128	1	5	8
B20K	0.1252	-0.5298	3	6	6
B20L	0.0903	-0.5146	3	9	13
B21A	-0.4159	0.7756	2	6	6
B21B	-0.0324	-0.1389	3	579	299048
B21C	0.0166	-0.2247	3	614	329553
B21D	-0.1399	-0.3308	6	713	683039
B21E	-0.0574	-0.0784	2	4	8
B21F	-0.0802	-0.295	6	546	127119
B21G	-0.0292	-0.2876	6	247	10715
B21H	-0.2104	-0.2983	6	409	51820
B21I	-0.3594	-0.3944	6	2	2
B21J	-0.2027	-0.2576	6	543	176421
B21K	-0.2114	-0.257	6	508	143229
B21L	-0.2577	-0.2744	6	229	8057
B21N	0.3082	-0.5416	6	2	2
B21P	-0.2443	-0.3273	6	25	40
B21Q	-0.1569	-0.6114	4	3	3
B21R	-1.107	0.0405	7	1	1
B21S	-0.1706	-0.5956	6	5	6
B21T	-0.1462	-0.352	6	3	3
B21V	-0.6458	0.4078	2	2	2
B22B	0.1652	-0.0734	3	145	379
B22C	0.1676	-0.1582	3	569	163339
B22D	0.0179	-0.1554	3	642	489972
B22E	0.7993	0.24	3	7	9
B22F	0.1497	0.0382	3	634	687178
B22H	-0.0394	0.1746	3	2	2
B22I	0.2512	0.1035	3	2	2
B22K	0.1825	0.0563	3	19	30
B22L	0.3355	-0.1566	3	4	4
B22N	0.2397	-0.1591	3	6	6
B22P	0.0895	-0.0432	3	20	22
B22Q	-0.0174	-0.6832	6	3	3
B22R	0.3055	0.1281	3	2	2
B23A	-0.0441	-0.6647	6	4	4
B23B	-0.072	-0.4886	6	631	459398
B23C	-0.1146	-0.4495	6	501	144167
B23D	-0.1247	-0.5292	6	603	327107
B23E	-0.301	-0.5107	6	10	11
B23F	-0.2186	-0.4245	6	353	33686
B23G	-0.194	-0.4753	6	348	35026
B23H	0.0953	-0.2274	6	459	59841
B23J	-0.2169	-0.3808	6	23	40
B23K	-0.1388	0.0408	2	731	1022125
B23L	-0.1044	-0.2753	6	27	42
B23M	-0.1848	-0.3704	6	10	16
B23N	0.1961	0.0287	3	28	87
B23O	-0.2327	-0.5606	6	6	6
B23P	-0.275	-0.2771	6	678	676113
B23Q	-0.1818	-0.4169	6	688	869710
B23R	-0.0675	-0.0828	6	38	46
B23U	0.0848	0.7476	2	1	1
B24A	0.2259	-0.5413	6	1	1
B24B	0.1531	-0.3802	6	663	514100
B24C	0.0691	-0.1169	3	540	75825
B24D	0.2782	-0.3711	6	536	149034
B24E	0.0377	-0.6851	6	1	1
B24F	-0.2107	-0.3156	1	20	37
B24G	0.042	-0.1657	6	16	23
B24H	0.1866	-0.443	6	2	2
B24J	-0.1404	0.0948	1	4	4
B24K	0.1653	-0.4806	6	3	3
B24L	-0.0936	-0.4541	6	7	10
B24P	0.0846	0.2694	3	6	10
B24R	0.1335	0.1768	3	4	5
B25B	-0.3753	-0.3394	6	652	367992
B25C	-0.3876	-0.5647	6	444	45450
B25D	-0.4564	-0.3389	1	465	81258
B25E	0.1963	-0.0706	4	3	3
B25F	-0.233	-0.3716	6	480	118068
B25G	-0.1689	-0.3239	4	464	62821
B25H	-0.4231	-0.4248	6	552	136843
B25J	-0.3575	-0.1065	6	645	524328
B25K	0.001	-0.2952	6	10	10
B25L	-0.451	-0.7121	6	4	6
B25M	-0.3256	0.0343	6	3	3
B25N	-0.158	-0.7497	6	1	1
B25P	-0.2445	-0.2978	6	16	18
B25Q	-0.043	0.1394	4	5	5
B25R	-0.9727	-0.4028	1	3	3
B25T	-0.4192	-0.1818	6	7	12
B26B	0.0771	-0.2806	4	574	98406
B26C	0.0263	-0.2913	3	35	42
B26D	0.1305	-0.4115	6	657	477600
B26F	0.0188	-0.4782	6	583	247464
B26G	0.2436	-0.9719	4	2	2
B26H	-0.0103	-0.4404	6	24	39
B26I	-0.0858	-0.6995	6	1	1
B26J	-0.4636	-0.1435	6	12	26
B26K	-0.2619	-0.2987	3	21	26
B26L	-1.3041	-0.494	1	1	1
B26M	-1.1535	-0.3286	1	1	1
B26N	-0.0237	-0.6924	6	2	2
B26O	-0.6093	0.3845	2	1	1
B26P	-0.0701	-0.6262	6	9	12
B27B	-0.1185	-0.78	6	484	113027
B27C	-0.074	-0.7014	6	375	67812
B27D	0.1049	-0.496	6	422	81120
B27F	-0.1718	-0.6786	6	357	40659
B27G	-0.0381	-0.6613	6	442	91296
B27H	0.1749	-0.5672	6	202	6929
B27I	0.1576	-0.6292	6	4	11
B27J	0.2001	-0.6104	6	317	18044
B27K	0.5492	-0.3412	3	509	96854
B27L	0.0891	-0.6176	6	407	40912
B27M	0.0313	-0.5993	6	481	94694
B27N	0.4385	-0.4329	3	504	118323
B27P	0.2433	0.2539	3	2	2
B27Q	-0.1243	-0.5699	6	5	6
B27W	0.3284	-0.5709	3	9	10
B28B	0.0568	-0.3289	3	646	368903
B28C	-0.0014	-0.2726	3	512	106996
B28D	-0.1003	-0.3003	6	504	155357
B28E	0.3462	-0.3556	3	2	2
B28F	0.527	-0.0175	3	8	8
B28G	-0.1275	-0.5174	3	9	9
B28H	-0.1512	-0.3909	1	2	2
B28I	0.2125	-0.3505	1	1	1
B28K	0.0923	-0.4818	3	1	1
B28L	-0.2321	-0.4312	3	2	2
B28P	-0.1228	-0.2287	6	9	9
B28Q	-0.0581	-0.4417	6	8	10
B29A	0.4632	-0.4507	3	8	8
B29B	0.431	-0.2636	3	656	745746
B29C	0.1713	-0.2856	3	877	3863838
B29D	0.1718	-0.2615	3	717	940610
B29E	0.1354	-0.21	3	6	8
B29F	0.2201	-0.3176	3	496	70099
B29G	0.3022	-0.301	3	310	9547
B29H	0.0071	-0.2615	3	462	61555
B29J	0.4499	-0.3984	3	330	18023
B29K	0.2636	-0.2636	3	641	893466
B29L	0.1177	-0.2756	3	644	1025633
B29N	0.44	-0.161	3	13	15
B29O	0.3848	-0.1347	3	20	31
B29P	-0.1986	-0.2533	6	9	9
B29T	0.4931	-0.1567	3	2	2
B29V	0.2522	-0.4145	3	1	1
B30B	0.2422	-0.298	3	662	345735
B30C	0.1494	-0.3048	3	37	70
B30D	0.0174	-0.5912	6	3	3
B30E	0.614	-0.0922	3	3	3
B30F	0.0594	-0.4484	3	5	6
B30G	-0.3753	0.0409	7	3	3
B30I	0.9807	0.0362	3	3	3
B30K	0.2039	-0.2606	4	6	7
B30N	-0.6153	-0.4792	1	2	2
B30R	-0.9896	-0.167	1	7	11
B31B	0.1466	-0.6144	6	530	188015
B31C	0.1919	-0.3796	3	322	15093
B31D	0.1964	-0.5749	6	457	54508
B31F	0.4323	-0.4067	3	471	89485
B31G	-0.4643	0.3078	2	1	1
B31J	-0.5048	1.0645	2	2	2
B31K	0.1034	0.4597	2	2	2
B31L	0.0845	-0.4657	4	1	1
B31P	0.2527	-0.4593	3	1	1
B32B	0.1993	-0.158	3	882	3431390
B32C	0.118	-0.1915	3	32	55
B32D	0.1535	-0.1251	3	66	133
B32F	0.4076	-0.1366	3	17	21
B32G	0.2164	-0.266	3	21	23
B32H	0.409	-0.3067	3	15	18
B32J	-0.0065	-0.222	6	6	6
B32K	0.0202	0.0237	2	24	45
B32L	-1.1186	-0.4621	1	3	3
B32M	0.3223	-0.3329	3	8	9
B32N	0.2103	0.0845	3	5	5
B32O	0.0258	0.386	2	7	7
B32P	-0.1768	-0.1761	6	34	46
B32Q	-0.2367	-0.4123	6	23	34
B32R	0.1469	0.1619	2	29	34
B32S	0.1191	0.0709	3	7	9
B33B	0.4348	-0.142	3	18	21
B33K	0.1334	-0.2294	3	6	7
B33Y	0.176	-0.0967	3	563	358985
B34B	0.2292	-0.3812	6	10	32
B34C	-0.359	-0.2305	1	8	9
B34D	0.3294	-0.2867	6	8	13
B34H	-1.0277	-0.2844	1	2	2
B34I	-0.9385	-0.3733	1	1	1
B34K	0.0813	-0.6732	4	4	5
B34L	-0.0706	0.3241	4	4	5
B34Q	0.079	-0.5414	6	3	3
B35A	-0.8949	-0.0105	1	3	3
B35B	-0.1216	-0.2328	3	23	34
B35C	-0.8416	-0.5352	1	5	7
B35D	-0.3846	-0.4769	4	12	21
B35H	0.2523	-0.4587	3	1	1
B36B	-0.2601	-0.1841	1	13	20
B36D	0.4031	-0.5979	3	3	3
B36H	-0.463	-0.1026	1	6	7
B36J	-0.9341	0.0784	1	2	2
B36K	-1.0193	-0.0878	1	4	4
B37B	0.251	-0.3011	3	21	26
B37C	-0.5056	-0.4847	6	1	1
B37D	-0.0429	-0.4094	4	1	1
B37F	-0.2495	-0.753	6	3	3
B38A	-0.1461	-1.0364	6	1	1
B38B	-0.5347	-0.6569	1	1	1
B38C	0.3083	-0.5414	6	2	2
B38H	0.7347	-0.4737	3	1	2
B38I	-0.0075	-0.7372	6	3	10
B39A	0.35	-0.4335	3	18	41
B39B	-0.0697	-0.3006	6	6	6
B39C	0.6195	-0.0599	3	10	13
B39D	0.1969	-0.4201	3	3	3
B39F	0.2524	-0.4149	3	1	1
B40F	-0.1308	0.1205	4	3	3
B40K	-0.0939	-0.807	4	1	1
B40Q	-1.0926	0.2753	1	1	1
B41A	0.1448	-0.1761	3	5	5
B41B	-0.2487	0.7324	2	382	24726
B41C	0.2738	0.2861	2	397	102206
B41D	0.2009	0.1624	2	191	4823
B41E	0.2741	0.3187	2	10	10
B41F	0.1034	0.1184	2	635	304032
B41G	0.1402	0.0087	2	164	4287
B41H	-0.0582	0.2775	2	12	14
B41I	0.0649	0.6406	2	3	8
B41J	0.0211	0.5136	2	708	1248548
B41K	0.0672	0.1038	2	429	40620
B41L	0.0338	0.2636	2	394	57024
B41M	0.1796	0.3122	2	639	668381
B41N	0.2612	0.2511	2	421	107664
B41P	0.2613	0.4577	2	1	1
B41R	0.1285	0.1806	2	2	2
B41S	-0.016	0.7013	2	16	61
B41T	-0.1311	0.6624	2	6	17
B41U	0.2853	0.2619	2	5	5
B41V	-0.0162	0.7791	2	3	9
B42A	-1.0284	-0.3174	1	1	1
B42B	0.0791	-0.1171	3	265	26335
B42C	0.0698	0.182	3	315	66542
B42D	-0.0643	0.2404	2	573	358077
B42F	-0.0871	-0.0947	4	480	68478
B42J	0.0755	0.6883	2	8	13
B42K	-0.1595	-0.4171	4	7	8
B42L	-0.0917	0.1481	4	6	10
B42M	-0.0201	-0.095	4	12	15
B42O	0.0709	0.0699	4	5	5
B42P	-0.1954	0.1041	4	8	8
B42V	0.1091	0.2793	3	1	1
B42X	0.1964	0.0377	3	2	2
B43A	0.0833	0.0958	4	1	1
B43B	0.0849	-0.5478	4	18	49
B43C	-0.1354	-0.4138	4	24	59
B43D	-0.0597	-0.2151	4	8	10
B43F	0.2121	-0.1789	4	12	16
B43G	-0.3995	-0.141	4	6	6
B43H	-0.0471	-0.323	4	8	10
B43I	-0.185	-0.0378	4	1	3
B43K	-0.0778	-0.5766	4	527	76450
B43L	-0.1381	-0.0406	4	521	106112
B43M	0.0523	-0.365	4	376	34721
B43N	0.2048	-0.5515	4	3	3
B43Q	-0.1554	-0.1636	3	3	3
B43R	-0.0939	-0.8074	4	1	1
B44B	-0.0441	-0.1631	6	444	45253
B44C	0.071	-0.1647	3	636	317487
B44D	0.069	-0.2036	3	550	74327
B44E	0.1311	0.2012	3	5	5
B44F	0.106	0.0208	2	500	114933
B44G	0.2066	0.1052	3	4	5
B44I	-0.0405	-0.1066	4	3	3
B44J	-0.3107	0.8124	2	6	7
B44L	-0.1287	0.0272	3	12	15
B44M	0.2437	0.2014	3	9	9
B44S	0.439	0.208	3	3	3
B45B	-0.5309	-0.6882	4	2	2
B45C	-0.0362	-0.6222	4	3	6
B45D	0.006	-0.4572	4	17	24
B45F	-0.2816	-0.3878	4	3	3
B45H	0.2507	-0.3166	3	3	5
B45J	-0.0257	0.6633	2	2	5
B45K	0.3764	-0.6415	4	3	3
B45L	-0.0756	0.49	2	7	8
B46B	0.0669	-0.5701	6	6	7
B46C	-1.0179	-0.0982	1	3	4
B46D	-0.1191	0.0652	2	9	9
B46G	-0.7872	0.6731	1	2	4
B46J	0.0536	0.716	2	1	2
B46K	-0.0941	-0.8072	4	1	1
B47B	-0.265	-0.3462	4	14	16
B47C	-0.2669	-0.6314	4	7	7
B47D	-0.2875	-0.53	4	13	14
B47F	-0.1348	-0.262	4	11	15
B47G	-0.1206	-0.6247	4	1	2
B47H	-0.2196	-0.8088	4	1	1
B47J	-0.063	0.5308	2	11	18
B47K	0.0766	-0.6265	4	9	9
B47L	-0.0456	-0.6365	4	5	7
B48D	0.5796	0.0639	3	5	5
B48K	0.2047	-0.5516	4	3	3
B49B	0.0534	0.7161	2	1	1
B49C	-0.0761	-0.3331	3	7	7
B49D	0.1089	-0.306	6	5	13
B49H	-0.3818	-0.1433	1	3	4
B49J	0.0722	0.4338	2	3	7
B49L	-0.0111	-0.2942	3	6	6
B50B	0.0848	-0.4666	4	1	1
B50C	0.1594	0.2764	2	6	6
B50D	0.5221	-0.0079	3	6	6
B50E	0.84	-0.7784	3	1	1
B50G	-1.033	-0.3394	1	2	2
B50H	-0.6012	-0.2772	1	3	3
B50J	-1.0607	-0.5343	1	2	2
B50K	-0.6558	0.0591	1	10	12
B50P	-1.1521	-0.514	1	1	1
B50Q	-1.0708	0.0913	1	2	2
B50R	-0.9615	-0.2527	1	3	3
B51D	0.1537	0.1913	2	1	1
B51F	0.3532	-0.3254	3	4	4
B51J	0.0537	0.7162	2	1	1
B52B	-0.0031	0.1143	3	32	45
B52C	-0.6253	-0.4851	6	3	3
B52D	-0.9858	-0.3002	1	4	11
B52F	-0.3232	0.3036	2	1	1
B53D	-1.0287	-0.3173	1	1	1
B54A	0.2254	-0.829	6	2	3
B54B	0.0471	-0.5303	4	4	7
B54C	-0.5655	-0.3195	1	5	5
B54D	-0.3469	-0.3297	4	8	11
B54H	-0.0424	0.1203	2	5	7
B55B	0.2028	-0.8452	6	1	1
B55C	0.0864	-0.3087	3	4	7
B55D	0.1603	-0.1358	4	9	12
B55E	0.3567	-0.4504	3	5	8
B55F	0.5611	-0.3872	3	3	3
B56B	-0.0788	-0.4693	4	5	7
B56D	0.0522	-0.3366	4	17	27
B56G	0.4025	-0.4166	5	4	5
B56H	-0.0168	-0.3975	3	2	3
B57B	-0.2199	-0.8091	4	1	1
B57D	0.272	-0.252	4	4	4
B58A	0.347	-0.4308	3	1	4
B58B	-0.5057	-0.4845	6	1	1
B60A	-0.7497	-0.1976	1	21	32
B60B	-0.712	-0.276	1	595	233617
B60C	-0.0724	0.0527	3	612	367794
B60D	-0.761	-0.1983	1	392	53017
B60E	-0.6436	-0.2806	1	7	7
B60F	-0.8278	-0.2312	1	315	31078
B60G	-0.7187	-0.2867	1	523	225231
B60H	-0.5554	-0.4193	1	553	306547
B60I	-0.7539	-0.0933	1	5	6
B60J	-0.9027	-0.394	1	604	395762
B60K	-0.7188	-0.1234	1	688	1407060
B60L	-0.687	0.0433	1	577	855812
B60M	-0.4502	-0.0159	1	381	51799
B60N	-0.5387	-0.402	1	577	343663
B60O	-0.8508	0.1322	1	5	6
B60P	-0.6806	-0.2599	1	630	312061
B60Q	-0.8457	0.2001	1	565	445937
B60R	-0.7184	-0.0798	1	767	1689506
B60S	-0.9001	-0.2059	1	567	238246
B60T	-0.7944	-0.089	1	596	457341
B60V	-0.645	-0.2118	1	299	15861
B60W	-0.745	0.0287	1	463	786840
B60X	-1.157	-0.5613	1	3	3
B60Z	-0.609	0.3843	2	1	1
B61A	0.6395	-0.1064	5	2	2
B61B	-0.6026	-0.1926	1	504	121753
B61C	-0.6942	-0.0829	1	418	61466
B61D	-0.739	-0.3455	1	558	161417
B61F	-0.7189	-0.3278	1	423	60011
B61G	-0.9148	-0.3256	1	326	22953
B61H	-0.8043	-0.2413	1	336	39805
B61I	-0.8889	0.3594	1	1	2
B61J	-0.681	-0.1801	1	256	10171
B61K	-0.6134	-0.0272	1	386	44942
B61L	-0.6718	0.2597	1	445	108578
B61M	-0.318	0.032	1	16	20
B61N	-0.4913	0.0805	1	27	48
B61O	-0.9291	-0.2175	1	2	2
B61P	0.0573	-0.2144	1	12	12
B61Q	-0.7687	0.3774	2	4	4
B61S	-0.8106	0.152	1	5	5
B62A	-0.7874	0.2077	1	2	2
B62B	-0.3774	-0.2981	1	557	159698
B62C	-0.714	-0.2482	1	200	2175
B62D	-0.784	-0.2408	1	710	1024698
B62E	-1.0285	-0.317	1	1	1
B62F	-0.7699	-0.3024	1	29	78
B62G	-0.1177	-0.0694	3	44	159
B62H	-0.9418	-0.3065	1	318	50612
B62I	-1.1865	-0.3596	1	2	2
B62J	-0.9064	-0.2498	1	495	209955
B62K	-0.7934	-0.2716	1	516	213853
B62L	-1.0399	-0.3891	1	279	43059
B62M	-0.8931	-0.2536	1	474	164077
B62N	-0.9469	-0.3958	1	3	3
B62O	-1.0148	-0.2709	1	2	5
B62P	-0.9041	-0.262	1	7	17
B62Q	-1.1612	-0.4191	1	2	2
B62R	-0.8653	-0.1635	1	7	17
B62S	-0.6429	-0.365	1	7	7
B62T	-1.1687	-0.3225	1	1	2
B62V	-1.0043	-0.2478	1	3	3
B63A	-0.9566	-0.3302	1	3	3
B63B	-0.482	-0.284	1	670	470225
B63C	-0.6092	-0.2281	1	529	116511
B63D	-0.6539	-0.3768	1	29	61
B63E	-0.0805	-0.3174	3	7	9
B63F	-0.7042	-0.0602	7	13	15
B63G	-0.635	-0.1035	1	431	52344
B63H	-0.8852	-0.2533	1	558	196222
B63J	-0.6815	-0.259	1	387	57194
B63K	-0.9375	-0.2378	1	21	28
B63L	-0.7206	-0.1521	1	11	17
B63M	-0.8291	-0.2283	1	6	8
B63N	-0.9914	-0.3215	1	5	9
B63O	-0.9005	-0.3519	1	1	1
B63Q	-0.4398	-0.3615	6	5	5
B63R	-0.7241	0.1656	1	6	6
B64A	-0.2084	-0.2337	4	4	5
B64B	-0.6442	-0.0569	1	355	15632
B64C	-0.856	-0.1252	1	611	414656
B64D	-0.7297	-0.0385	1	616	441344
B64E	-1.0481	-0.2432	1	7	8
B64F	-0.5573	-0.1296	1	498	135508
B64G	-0.7635	0.2139	1	528	82718
B64H	-0.394	-0.3453	1	17	28
B64K	-0.9365	0.0519	1	3	3
B64L	-0.7532	0.0617	1	17	30
B64M	-1.0372	-0.3609	1	1	1
B64N	-0.2042	-0.384	4	3	3
B64O	-0.6252	0.0848	1	4	4
B64P	-1.0115	-0.1226	1	3	4
B64R	-0.4931	0.3426	2	3	3
B64U	-0.6785	0.0897	1	357	45635
B65A	-0.1548	-0.2343	4	15	24
B65B	0.1218	-0.2763	4	712	710015
B65C	0.0924	-0.1392	4	510	89033
B65D	0.0512	-0.3189	4	889	2128655
B65E	-0.0832	-0.3539	4	8	12
B65F	-0.0987	-0.2475	4	533	116190
B65G	-0.1191	-0.1899	4	775	1364421
B65H	0.1723	-0.3157	3	764	1136185
B65I	0.4642	-0.2913	4	6	6
B65J	-0.5323	-0.406	1	189	5857
B65K	-0.5035	-0.1485	1	9	11
B65L	0.1425	-0.612	6	8	9
B65M	-0.1022	-0.1127	3	34	74
B65N	-0.0261	-0.3085	4	17	27
B65O	-0.038	-0.3736	4	4	5
B65P	-0.0519	-0.4106	4	18	30
B65Q	-0.1213	-0.435	6	10	13
B65R	-0.0618	-0.2801	4	9	20
B65S	-0.1331	-0.4442	4	3	5
B65T	0.2183	-0.4307	4	2	2
B65V	0.1886	-0.3441	4	2	2
B65W	0.2524	-0.4596	3	1	1
B66A	-1.2173	-0.6512	1	1	1
B66B	-0.7192	-0.2553	1	553	150481
B66C	-0.5612	-0.2849	1	622	296708
B66D	-0.9724	-0.5095	1	542	109680
B66E	-0.6877	-0.2458	6	5	5
B66F	-0.8052	-0.4046	1	617	276276
B66G	-0.1514	-0.3274	4	49	73
B66H	-0.0434	-0.232	4	31	47
B66J	-0.6235	-0.4492	1	4	4
B66K	-0.5534	0.0649	7	10	10
B66L	-0.6704	-0.1402	1	7	11
B66N	-0.7135	-0.5606	1	1	1
B66O	-1.2176	-0.6511	1	1	1
B66P	-0.977	-0.3405	1	6	6
B66R	-0.9536	-0.0892	1	1	2
B66S	-0.7925	-0.3898	1	2	2
B66T	-0.5675	-0.3955	1	3	3
B66X	-1.2175	-0.6514	1	1	1
B67A	-0.2423	-0.3704	3	2	2
B67B	-0.1717	-0.5795	4	508	62214
B67C	0.0651	-0.3661	4	467	78556
B67D	-0.0408	-0.2812	4	643	254378
B67E	0.0274	-0.4637	4	4	4
B67F	-0.0036	-0.5775	4	4	4
B67G	-0.3263	-0.4344	4	6	7
B67H	0.4923	-0.4346	3	5	7
B67L	0.7854	-0.1193	5	5	5
B67O	0.1205	-0.3036	4	8	9
B67P	0.3264	-0.2733	4	2	2
B67R	-0.2197	-0.8092	4	1	1
B68B	0.172	-0.1622	5	182	2755
B68C	0.1785	-0.2172	5	173	2489
B68D	0.1434	-0.4735	4	13	15
B68F	0.1725	-0.4214	3	171	2573
B68G	-0.0028	-0.5167	3	366	55754
B68K	-0.3992	-0.5695	4	1	1
B69B	-0.3254	-0.3507	1	12	12
B69C	-0.6597	-0.2168	1	6	7
B69D	-0.0591	-0.3592	4	13	21
B69F	-0.7685	-0.17	1	6	6
B69G	-0.266	-0.4887	4	6	7
B69H	-0.5731	-0.6008	1	2	2
B69K	-0.9592	-0.3327	1	2	3
B69R	-0.6013	0.5514	2	2	2
B70C	0.2188	0.1393	4	4	4
B70F	0.5875	-0.233	3	1	1
B70G	-1.3727	-0.6491	1	2	2
B70K	-0.9704	-0.2051	1	2	2
B70L	-0.5812	0.4289	2	3	3
B70R	-0.8386	0.018	1	3	3
B71D	-0.3779	-0.1425	6	6	7
B72G	0.0937	-0.2617	6	2	2
B73B	0.7098	0.2502	3	9	9
B73C	-0.2373	-0.6047	6	1	1
B73H	0.2004	-0.3944	6	2	2
B73K	-0.1217	0.3442	2	3	4
B73Q	-0.1617	-0.653	6	2	2
B74C	-1.1156	-0.1515	1	1	2
B75B	0.1836	-0.4016	4	1	1
B75D	-0.3124	-0.1851	1	9	11
B75G	-0.1246	-0.1777	4	3	3
B75H	-0.954	-0.0899	1	1	1
B76B	-0.6868	-0.3925	7	2	2
B76D	-0.0413	-0.2424	4	7	8
B77B	-0.1019	-0.7864	6	6	6
B77C	-0.2372	-0.6044	6	1	1
B77L	0.2125	-0.3502	1	1	1
B79C	0.0994	-0.2817	3	4	4
B80A	-0.0925	-0.5921	3	4	7
B80C	-0.0912	0.0956	3	1	1
B80L	-0.9146	0.0795	1	1	1
B80P	-0.739	-0.1272	1	3	3
B80R	-0.7876	-0.0626	1	6	10
B80T	-0.7245	0.0937	1	6	7
B81A	0.1281	-0.4187	4	7	12
B81B	-0.1286	0.4087	2	473	204851
B81C	-0.0264	0.3461	2	416	148633
B81D	0.0884	-0.454	4	3	3
B81E	0.0136	-0.3331	4	4	11
B81J	1.099	0.0862	5	5	5
B81R	-0.4273	0.2509	2	2	2
B82B	0.4506	0.2834	3	448	121129
B82Y	0.4177	0.2446	3	538	406720
B84C	-1.0433	-0.0918	1	2	2
B85D	0.1546	-0.0618	4	6	9
B85G	0.1242	-0.274	4	7	10
B86D	0.9099	0.1017	3	4	4
B86G	-0.3988	-0.5695	4	1	1
B87A	-0.5046	-0.5559	6	5	5
B89B	-0.4406	-0.5752	1	2	2
B89D	0.546	-0.0827	3	7	7
B91D	0.3121	-0.1272	3	2	2
B91J	0.7002	0.4921	5	8	10
B92C	0.3719	-0.3648	4	3	3
B92D	-0.0722	0.2356	2	6	8
B92H	-0.1143	0.2727	3	3	3
B95C	0.2994	-0.1094	3	7	8
B95D	0.5939	-0.1782	3	6	6
B98D	0.1106	-0.3997	4	3	3
B99Z	-0.3702	0.2378	2	13	26
C00B	0.721	0.2934	3	5	5
C00C	1.0251	0.3232	5	6	8
C00D	1.4773	0.2212	5	3	3
C00F	1.1411	0.1648	5	3	3
C00G	1.2281	0.1983	5	2	2
C00H	1.2846	0.341	5	4	4
C00K	1.1662	0.3624	5	14	17
C01B	0.49	0.0439	3	740	1519468
C01C	0.5771	0.0098	3	423	83095
C01D	0.5352	0.0205	3	452	98392
C01E	0.9208	0.1893	5	8	8
C01F	0.4785	0.1028	3	558	283310
C01G	0.4664	0.1282	3	596	609378
C01H	0.8631	0.3133	5	31	58
C01J	0.6265	0.0339	3	60	132
C01K	0.9919	0.2167	5	44	132
C01L	0.6188	0.0499	3	61	176
C01M	0.7639	0.1055	3	48	175
C01N	1.0346	0.331	5	73	346
