id,x,y,cluster,weight<Links>,weight<Total link strength>,label,score<AI2015>,Weight<AICount2015>,score<AI2016>,Weight<AICount2016>,score<AI2017>,Weight<AICount2017>,score<AI2018>,Weight<AICount2018>,score<AI2019>,Weight<AICount2019>,score<AI2020>,Weight<AICount2020>,score<AI2021>,Weight<AICount2021>,score<AI2022>,Weight<AICount2022>,score<AI2023>,Weight<AICount2023>,score<AI2024>,Weight<AICount2024>
B65H,-0.0022,-0.5451,2,624,1135192,HANDLING THIN OR FILAMENTARY MATERIAL. e.g. SHEETS. WEBS. CABLES,111,111,141,141,227,227,262,262,300,300,428,428,410,410,400,400,322,322,138,138
B66B,-0.5236,0.2331,4,528,150326,ELEVATORS; ESCALATORS OR MOVING WALKWAYS (life-saving devices used as an alternative to normal egress means. e.g. stairs. during rescue to lower persons in cages. bags. or similar supports from buildings or other structures  A62B0001020000; equipment for handling freight or for facilitating passenger embarkation or the like to aircraft B64D0009000000;braking or detent devices characterised by their application to lifting or hoisting gear B66D0005000000),86,86,150,150,199,199,227,227,339,339,405,405,351,351,380,380,302,302,161,161
B66C,-0.3676,0.354,4,579,296126,CRANES; LOAD-ENGAGING ELEMENTS OR DEVICES FOR CRANES. CAPSTANS. WINCHES. OR TACKLES (rope. cable. or chain winding mechanisms. braking or detent devices therefor B66D;specially adapted for nuclear reactors G21),48,48,82,82,111,111,200,200,173,173,218,218,250,250,295,295,263,263,149,149
B66D,-0.4782,0.4129,4,509,109611,CAPSTANS; WINCHES; TACKLES. e.g. PULLEY BLOCKS; HOISTS (winding or unwinding ropes or cables for feeding or storage purposes B65H;rope or cable-winding or unwinding mechanisms for lifts B66B;hoisting devices specially adapted for suspended scaffolds E04G0003320000),18,18,38,38,34,34,49,49,63,63,61,61,83,83,121,121,67,67,25,25
B66F,-0.4368,0.3298,4,579,275872,HOISTING. LIFTING. HAULING. OR PUSHING. NOT OTHERWISE PROVIDED FOR. e.g. DEVICES WHICH APPLY A LIFTING OR PUSHING FORCE DIRECTLY TO THE SURFACE OF A LOAD (mounting artificial islands on piles or like supports E02B0017000000;scaffolds combined with lifting devices E04G0001220000. E04G0003280000;lifting devices for sliding forms E04G0011240000;lifting of buildings E04G0023060000;shores or struts E04G0025000000;lifts or other hoisting devices on ladders E06C0007120000;props for mining E21D0015000000),32,32,121,121,223,223,328,328,402,402,571,571,505,505,582,582,595,595,196,196
B67B,0.3083,-0.1725,2,479,62171,APPLYING CLOSURE MEMBERS TO BOTTLES. JARS. OR SIMILAR CONTAINERS; OPENING CLOSED CONTAINERS (opening or closing devices attached to. or incorporated in. containers or container closures B65D),7,7,6,6,11,11,37,37,40,40,20,20,44,44,23,23,36,36,10,10
B67C,0.3972,-0.1016,2,452,78517,FILLING WITH LIQUIDS OR SEMILIQUIDS. OR EMPTYING. OF BOTTLES. JARS. CANS. CASKS. BARRELS. OR SIMILAR CONTAINERS. NOT OTHERWISE PROVIDED FOR; FUNNELS,4,4,9,9,24,24,22,22,12,12,20,20,19,19,21,21,20,20,5,5
B67D,0.2023,0.1415,2,583,254114,DISPENSING. DELIVERING. OR TRANSFERRING LIQUIDS. NOT OTHERWISE PROVIDED FOR (cleaning pipes or tubes or systems of pipes or tubes B08B0009020000;emptying or filling of bottles. jars. cans. casks. barrels. or similar containers. not otherwise provided for B67C;water supply E03;pipe systems F17D;domestic hot-water supply systems F24D;measuring volume. volume flow. mass flow or liquid level. metering by volume G01F;coin-freed or like apparatus G07F),12,12,27,27,31,31,50,50,55,55,63,63,89,89,83,83,76,76,25,25
B68B,-0.0847,-0.5254,8,182,2755,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B68C,-0.0652,-0.573,8,171,2477,SADDLES; STIRRUPS,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B68F,0.0852,-0.7786,2,171,2573,MAKING ARTICLES FROM LEATHER. CANVAS. OR THE LIKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B68G,-0.0414,-0.5598,6,350,55705,METHODS. EQUIPMENT. OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR,1,1,0,0,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0
B81B,-0.3838,-0.0469,1,447,204804,MICROSTRUCTURAL DEVICES OR SYSTEMS. e.g. MICROMECHANICAL DEVICES  (piezoelectric. electrostrictive or magnetostrictive elements per seH10N0030000000. H10N0035000000),4,4,4,4,7,7,8,8,10,10,13,13,11,11,11,11,14,14,5,5
B81C,-0.3238,-0.1283,1,401,148613,PROCESSES OR APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OR TREATMENT OF MICROSTRUCTURAL DEVICES OR SYSTEMS (making microcapsules or microballoons B01J0013020000;processes or apparatus specially adapted for the manufacture or treatment of piezoelectric. electrostrictive or magnetostrictive elements per seH10N0030010000),3,3,3,3,8,8,3,3,2,2,0,0,5,5,10,10,9,9,4,4
B82B,0.4687,-0.1072,3,440,121084,NANOSTRUCTURES FORMED BY MANIPULATION OF INDIVIDUAL ATOMS. MOLECULES. OR LIMITED COLLECTIONS OF ATOMS OR MOLECULES AS DISCRETE UNITS; MANUFACTURE OR TREATMENT THEREOF,1,1,1,1,3,3,3,3,4,4,2,2,0,0,1,1,6,6,1,1
B82Y,0.4373,-0.065,3,535,406689,SPECIFIC USES OR APPLICATIONS OF NANOSTRUCTURES; MEASUREMENT OR ANALYSIS OF NANOSTRUCTURES; MANUFACTURE  OR TREATMENT OF NANOSTRUCTURES,12,12,13,13,13,13,24,24,36,36,30,30,34,34,31,31,44,44,22,22
B99Z,-0.7226,0.0827,1,13,26,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C01B,0.668,0.2295,3,617,1516529,NON-METALLIC ELEMENTS; COMPOUNDS THEREOF (fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide C12P0003000000; production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis C25B),0,0,8,8,5,5,19,19,15,15,20,20,25,25,42,42,44,44,19,19
C01C,1.0216,0.3372,3,400,82823,AMMONIA; CYANOGEN; COMPOUNDS THEREOF (salts of oxyacids of halogens C01B0011000000;peroxides. salts of peroxyacids C01B0015000000;thiosulfates. dithionites. polythionates C01B0017640000;compounds containing selenium or tellurium C01B0019000000;azides C01B0021080000;metal amides C01B0021092000;nitrites C01B0021500000;phosphides C01B0025080000;salts of oxyacids of phosphorus C01B0025160000;compounds containing silicon C01B0033000000;compounds containing boron C01B0035000000;fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide C12P0003000000;production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis C25B),0,0,0,0,2,2,3,3,1,1,0,0,2,2,3,3,1,1,2,2
C01D,0.9728,0.2542,3,422,97808,COMPOUNDS OF ALKALI METALS. i.e. LITHIUM. SODIUM. POTASSIUM. RUBIDIUM. CAESIUM. OR FRANCIUM (metal hydrides C01B0006000000; salts of oxyacids of halogens C01B0011000000; peroxides. salts of peroxyacids C01B0015000000; sulfides or polysulfides C01B0017220000; thiosulfates. dithionites. polythionates C01B0017640000; compounds containing selenium or tellurium C01B0019000000; binary compounds of nitrogen with metals C01B0021060000; azides C01B0021080000; metal amides C01B0021092000; nitrites C01B0021500000; phosphides C01B0025080000; salts of oxyacids of phosphorus C01B0025160000; carbides C01B0032900000; compounds containing silicon C01B0033000000; compounds containing boron C01B0035000000; cyanides C01C0003080000; salts of cyanic acid C01C0003140000; salts of cyanamide C01C0003160000; thiocyanates C01C0003200000; fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide C12P0003000000; obtaining metal compounds from mixtures. e.g. ores. which are intermediate compounds in a metallurgical process for obtaining a free metal C22B; production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis C25B),0,0,1,1,5,5,0,0,1,1,2,2,2,2,1,1,6,6,3,3
C01F,0.8159,0.1531,3,520,282727,COMPOUNDS OF THE METALS BERYLLIUM. MAGNESIUM. ALUMINIUM. CALCIUM. STRONTIUM. BARIUM. RADIUM. THORIUM. OR OF THE RARE EARTH METALS (metal hydrides C01B0006000000;salts of oxyacids of halogens C01B0011000000;peroxides. salts of peroxyacids C01B0015000000;sulfides or polysulfides of magnesium. calcium. strontium. or barium C01B0017420000;thiosulfates. dithionites. polythionates C01B0017640000;compounds containing selenium or tellurium C01B0019000000;binary compounds of nitrogen with metals C01B0021060000;azides C01B0021080000;metal amides C01B0021092000;nitrites C01B0021500000;phosphides C01B0025080000;salts of oxyacids of phosphorus C01B0025160000;carbides C01B0032900000;  compounds containing silicon C01B0033000000;compounds containing boron C01B0035000000;compounds having molecular sieve properties but not having base-exchange properties C01B0037000000;compounds having molecular sieve and base-exchange properties. e.g. crystalline zeolites. C01B0039000000;cyanides C01C0003080000;salts of cyanic acid C01C0003140000;salts of cyanamide C01C0003160000;thiocyanates C01C0003200000;  fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide C12P0003000000;obtaining metal compounds from mixtures. e.g. ores. which are intermediate compounds in a metallurgical process for obtaining a free metal C22B;production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis C25B),1,1,1,1,7,7,0,0,9,9,1,1,3,3,2,2,4,4,0,0
C01G,0.5722,0.1346,3,539,608265,COMPOUNDS CONTAINING METALS NOT COVERED BY SUBCLASSES C01D OR C01F (metal hydrides C01B0006000000; salts of oxyacids of halogens C01B0011000000; peroxides. salts of peroxyacids C01B0015000000; thiosulfates. dithionites. polythionates C01B0017640000; compounds containing selenium or tellurium C01B0019000000; binary compounds of nitrogen with metals C01B0021060000; azides C01B0021080000; metal amides C01B0021092000; nitrites C01B0021500000; phosphides C01B0025080000; salts of oxyacids of phosphorus C01B0025160000; carbides C01B0032900000; compounds containing silicon C01B0033000000; compounds containing boron C01B0035000000; compounds having molecular sieve properties but not having base-exchange properties C01B0037000000; compounds having molecular sieve and base-exchange properties. e.g. crystalline zeolites. C01B0039000000; cyanides C01C0003080000; salts of cyanic acid C01C0003140000; salts of cyanamide C01C0003160000; thiocyanates C01C0003200000; fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide C12P0003000000; obtaining metal compounds from mixtures. e.g. ores. which are intermediate compounds in a metallurgical process for obtaining a free metal C21B. C22B; production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis C25B),1,1,1,1,8,8,0,0,3,3,3,3,10,10,6,6,4,4,5,5
C02F,0.6447,0.2287,3,610,1477077,TREATMENT OF WATER. WASTE WATER. SEWAGE. OR SLUDGE (processes for making harmful chemical substances harmless. or less harmful. by effecting a chemical change in the substances A62D0003000000;separation. settling tanks or filter devices  B01D;special arrangements on waterborne vessels of installations for treating water. waste water or sewage. e.g. for producing fresh water. B63J;adding materials to water to prevent corrosion C23F;treating radioactively-contaminated liquids G21F0009040000),22,22,37,37,71,71,133,133,150,150,183,183,235,235,248,248,176,176,146,146
C03B,0.2468,-0.0448,5,583,369768,MANUFACTURE OR SHAPING OF GLASS. OR OF MINERAL OR SLAG WOOL; SUPPLEMENTARY PROCESSES IN THE MANUFACTURE OR SHAPING OF GLASS. OR OF MINERAL OR SLAG WOOL (surface treatment C03C),18,18,24,24,30,30,22,22,53,53,43,43,28,28,39,39,47,47,17,17
C03C,0.1928,-0.1294,5,598,768427,CHEMICAL COMPOSITION OF GLASSES. GLAZES OR VITREOUS ENAMELS; SURFACE TREATMENT OF GLASS; SURFACE TREATMENT OF FIBRES OR FILAMENTS MADE FROM GLASS. MINERALS OR SLAGS; JOINING GLASS TO GLASS OR OTHER MATERIALS,5,5,4,4,14,14,11,11,18,18,11,11,11,11,13,13,13,13,4,4
C04B,0.333,0.1113,3,629,1441058,LIME; MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF. e.g. MORTARS. CONCRETE OR LIKE BUILDING MATERIALS; ARTIFICIAL STONE; CERAMICS (devitrified glass-ceramics C03C0010000000); REFRACTORIES (alloys based on refractory metals C22C); TREATMENT OF NATURAL STONE,11,11,20,20,21,21,30,30,18,18,31,31,41,41,26,26,38,38,19,19
C05B,1.4404,0.2263,3,305,37824,PHOSPHATIC FERTILISERS,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
C05C,1.4212,0.2082,3,309,53192,NITROGENOUS FERTILISERS,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
C05D,1.4094,0.1834,3,321,59044,INORGANIC FERTILISERS NOT COVERED BY SUBCLASSES C05B. C05C; FERTILISERS PRODUCING CARBON DIOXIDE,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
C05F,1.2272,0.1352,3,471,200760,ORGANIC FERTILISERS NOT COVERED BY SUBCLASSES C05B. C05C. e.g. FERTILISERS FROM WASTE OR REFUSE,3,3,2,2,3,3,5,5,7,7,8,8,10,10,10,10,6,6,5,5
C05G,1.2706,0.1478,3,409,218700,MIXTURES OF FERTILISERS COVERED INDIVIDUALLY BY DIFFERENT SUBCLASSES OF CLASS C05; MIXTURES OF ONE OR MORE FERTILISERS WITH ADDITIVES NOT HAVING A SPECIFIC FERTILISING ACTIVITY (organic fertilisers containing added bacterial cultures. mycelia or the like C05F0011080000;organic fertilisers containing plant vitamins or hormones C05F0011100000); FERTILISERS CHARACTERISED BY THEIR FORM,1,1,1,1,3,3,4,4,3,3,10,10,9,9,18,18,10,10,11,11
C06B,0.1029,0.5009,8,453,62783,EXPLOSIVE OR THERMIC COMPOSITIONS (blasting F42D); MANUFACTURE THEREOF; USE OF SINGLE SUBSTANCES AS EXPLOSIVES,0,0,0,0,3,3,1,1,0,0,4,4,1,1,6,6,3,3,2,2
C06C,-0.2534,0.6584,8,324,22069,DETONATING OR PRIMING DEVICES; FUSES; CHEMICAL LIGHTERS; PYROPHORIC COMPOSITIONS,1,1,0,0,6,6,1,1,3,3,2,2,0,0,0,0,0,0,0,0
C06D,0.0462,0.595,8,321,32081,MEANS FOR GENERATING SMOKE OR MIST; GAS-ATTACK COMPOSITIONS; GENERATION OF GAS FOR BLASTING OR PROPULSION (CHEMICAL PART),0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C06F,0.193,-0.1086,2,223,2239,MATCHES; MANUFACTURE OF MATCHES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C07B,1.0791,-0.0237,3,481,1048536,GENERAL METHODS OF ORGANIC CHEMISTRY; APPARATUS THEREFOR (preparation of carboxylic acid esters by telomerisation C07C0067470000;processes for preparing macromolecular compounds. e.g. telomerisation C08F. C08G),0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C07C,0.8793,-0.0292,3,624,3887137,ACYCLIC OR CARBOCYCLIC COMPOUNDS (macromolecular compounds C08;production of organic compounds by electrolysis or electrophoresis C25B0003000000. C25B0007000000),0,0,0,0,2,2,9,9,5,5,7,7,11,11,14,14,14,14,11,11
C07D,0.9163,-0.1876,3,613,5578521,HETEROCYCLIC COMPOUNDS (macromolecular compounds C08),1,1,2,2,7,7,1,1,4,4,12,12,9,9,13,13,12,12,5,5
C07F,0.9062,-0.1652,3,540,1338011,ACYCLIC. CARBOCYCLIC. OR HETEROCYCLIC COMPOUNDS CONTAINING ELEMENTS OTHER THAN CARBON. HYDROGEN. HALOGEN. OXYGEN. NITROGEN. SULFUR. SELENIUM OR TELLURIUM (metal-containing porphyrins C07D0487220000;macromolecular compounds C08),0,0,0,0,0,0,0,0,2,2,1,1,1,1,2,2,4,4,1,1
C07G,1.4273,-0.2562,3,351,153963,COMPOUNDS OF UNKNOWN CONSTITUTION (sulfonated fats. oils or waxes of undetermined constution C07C0309620000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C07H,1.2812,-0.2303,3,488,1440119,SUGARS; DERIVATIVES THEREOF; NUCLEOSIDES; NUCLEOTIDES; NUCLEIC ACIDS (derivatives of aldonic or saccharic acids C07C. C07D;aldonic acids. saccharic acids C07C0059105000. C07C0059285000;cyanohydrins C07C0255160000;glycals C07D;compounds of unknown constitution C07G;polysaccharides. derivatives thereof C08B;DNA or RNA concerning genetic engineering. vectors. e.g. plasmids. or their isolation. preparation or purification C12N0015000000;sugar industry C13),0,0,2,2,13,13,12,12,3,3,2,2,5,5,3,3,8,8,1,1
C07J,1.382,-0.2598,3,403,223461,STEROIDS (seco-steroids C07C),0,0,2,2,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0
C07K,1.149,-0.2219,3,531,4245306,PEPTIDES (peptides containing β-lactam rings C07D;cyclic dipeptides not having in their molecule any other peptide link than those which form their ring. e.g. piperazine-2.5-diones. C07D;ergot alkaloids of the cyclic peptide type C07D0519020000; single cell proteins. enzymes C12N;genetic engineering processes for obtaining peptides C12N0015000000),6,6,17,17,5,5,11,11,29,29,37,37,47,47,31,31,65,65,28,28
C08B,1.1562,-0.2759,3,497,418815,POLYSACCHARIDES; DERIVATIVES THEREOF (polysaccharides containing less than six saccharide radicals attached to each other by glycosidic linkages C07H;fermentation or enzyme-using processes C12P0019000000;production of cellulose D21),0,0,0,0,0,0,6,6,0,0,0,0,3,3,2,2,3,3,1,1
C08C,0.7462,-0.3794,2,397,106386,TREATMENT OR CHEMICAL MODIFICATION OF RUBBERS,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
C08F,0.533,-0.2627,2,609,2285553,MACROMOLECULAR COMPOUNDS OBTAINED BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS (production of liquid hydrocarbon mixtures from lower carbon number hydrocarbons. e.g. by oligomerisation. C10G0050000000;fermentation or enzyme-using processes to synthesise a desired chemical compound or composition or to separate optical isomers from a racemic mixture C12P;graft polymerisation of monomers containing carbon-to-carbon unsaturated bonds on to fibres. threads. yarns. fabrics or fibrous goods made from such materials D06M0014000000),4,4,6,6,5,5,15,15,8,8,12,12,4,4,17,17,13,13,9,9
C08G,0.5129,-0.2697,2,616,2728019,MACROMOLECULAR COMPOUNDS OBTAINED OTHERWISE THAN BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS (fermentation or enzyme-using processes to synthesise a desired chemical compound or composition or to separate optical isomers from a racemic mixture C12P),11,11,16,16,5,5,3,3,6,6,5,5,11,11,12,12,17,17,11,11
C08H,1.15,-0.3307,3,361,82934,DERIVATIVES OF NATURAL MACROMOLECULAR COMPOUNDS (polysaccharides C08B;natural rubber C08C;natural resins or their derivatives C09F;working up pitch. asphalt or bitumen C10C0003000000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C08J,0.4315,-0.2643,2,625,3015318,WORKING-UP; GENERAL PROCESSES OF COMPOUNDING; AFTER-TREATMENT NOT COVERED BY SUBCLASSES C08B. C08C. C08F. C08G or C08H (working. e.g. shaping. of plastics B29),10,10,14,14,11,11,19,19,24,24,24,24,26,26,25,25,34,34,20,20
C08K,0.428,-0.2357,2,631,3301290,USE OF INORGANIC OR NON-MACROMOLECULAR ORGANIC SUBSTANCES AS COMPOUNDING INGREDIENTS (paints. inks. varnishes. dyes. polishes. adhesives C09),20,20,26,26,37,37,38,38,23,23,31,31,32,32,45,45,44,44,20,20
C08L,0.4623,-0.2507,2,636,4915342,COMPOSITIONS OF MACROMOLECULAR COMPOUNDS (compositions based on polymerisable monomers C08F. C08G;artificial filaments or fibres D01F;textile treating compositions D06),26,26,31,31,50,50,47,47,33,33,43,43,47,47,54,54,52,52,34,34
C09B,0.673,-0.4767,2,550,533289,ORGANIC DYES OR CLOSELY-RELATED COMPOUNDS FOR PRODUCING DYES; MORDANTS; LAKES (fermentation or enzyme-using processes to synthesise a desired chemical compound C12P),0,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0
C09C,0.6962,-0.1688,2,482,333831,TREATMENT OF INORGANIC MATERIALS. OTHER THAN FIBROUS FILLERS. TO ENHANCE THEIR PIGMENTING OR FILLING PROPERTIES (treatment of materials specially adapted to enhance their filling properties in mortars. concrete or artificial stone C04B0014000000. C04B0018000000. C04B0020000000); PREPARATION OF CARBON BLACK,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2,0,0
C09D,0.3977,-0.2888,2,628,2266499,COATING COMPOSITIONS. e.g. PAINTS. VARNISHES OR LACQUERS; FILLING PASTES; CHEMICAL PAINT OR INK REMOVERS; INKS; CORRECTING FLUIDS; WOODSTAINS; PASTES OR SOLIDS FOR COLOURING OR PRINTING; USE OF MATERIALS THEREFOR (cosmetics A61K;processes for applying liquids or other fluent materials to surfaces. in general. B05D;staining wood B27K0005020000;glazes or vitreous enamels C03C;natural resins. French polish. drying-oils. driers. turpentine. per se. C09F;polishing compositions other than French polish. ski waxes C09G;adhesives or use of materials as adhesives C09J;materials for sealing or packing joints or covers C09K0003100000;materials for stopping leaks C09K0003120000;processes for the electrolytic or electrophoretic production of coatings C25D),6,6,24,24,25,25,43,43,18,18,27,27,23,23,43,43,17,17,16,16
C09F,1.0352,-0.301,3,298,20515,NATURAL RESINS; FRENCH POLISH; DRYING-OILS; OIL DRYING AGENTS. i.e. SICCATIVES; TURPENTINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
C09G,0.5544,-0.208,5,324,80148,POLISHING COMPOSITIONS (French polish C09F0011000000); SKI WAXES,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
C09H,1.1614,-0.4215,3,194,10240,PREPARATION OF GLUE OR GELATINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C09J,0.3439,-0.364,2,609,1093050,ADHESIVES; NON-MECHANICAL ASPECTS OF ADHESIVE PROCESSES IN GENERAL; ADHESIVE PROCESSES NOT PROVIDED FOR ELSEWHERE; USE OF MATERIALS AS ADHESIVES   (preparation of glue or gelatine C09H),4,4,3,3,3,3,0,0,5,5,10,10,3,3,6,6,7,7,4,4
C09K,0.4819,-0.063,3,624,2342717,MATERIALS FOR APPLICATIONS NOT OTHERWISE PROVIDED FOR; APPLICATIONS OF MATERIALS NOT OTHERWISE PROVIDED FOR,0,0,3,3,8,8,15,15,11,11,15,15,35,35,28,28,24,24,11,11
C10B,0.9259,0.511,3,502,144695,DESTRUCTIVE DISTILLATION OF CARBONACEOUS MATERIALS FOR PRODUCTION OF GAS. COKE. TAR. OR SIMILAR MATERIALS (cracking oils C10G;underground gasification of minerals E21B0043295000),6,6,3,3,6,6,4,4,8,8,15,15,15,15,9,9,17,17,17,17
C10C,0.9738,0.1666,3,348,39579,WORKING-UP TAR. PITCH. ASPHALT. BITUMEN; PYROLIGNEOUS ACID,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
