,id,x,y,cluster,weight<Links>,weight<Total link strength>,label
2782,G03C,0.4,0.4716,2,599,346295,PHOTOSENSITIVE MATERIALS FOR PHOTOGRAPHIC PURPOSES; PHOTOGRAPHIC PROCESSES， e.g. CINE， X-RAY， COLOUR OR STEREO-PHOTOGRAPHIC PROCESSES; AUXILIARY PROCESSES IN PHOTOGRAPHY (photographic processes characterised by the use or manipulation of apparatus classifiable per se in subclass G03B， seeG03B)
2783,G03D,0.1933,0.326,2,444,58474,APPARATUS FOR PROCESSING EXPOSED PHOTOGRAPHIC MATERIALS; ACCESSORIES THEREFOR
2785,G03F,0.2077,0.4574,2,656,1131528,PHOTOMECHANICAL PRODUCTION OF TEXTURED OR PATTERNED SURFACES， e.g. FOR PRINTING， FOR PROCESSING OF SEMICONDUCTOR DEVICES; MATERIALS THEREFOR; ORIGINALS THEREFOR; APPARATUS SPECIALLY ADAPTED THEREFOR (phototypographic composing devices B41B;photosensitive materials or processes for photographic purposes G03C;electrography， sensitive layers or processes G03G)
2786,G03G,0.1378,0.4823,2,658,811964,ELECTROGRAPHY; ELECTROPHOTOGRAPHY; MAGNETOGRAPHY (information storage based on relative movement between record carrier and transducer G11B;static stores with means for writing-in or reading-out information G11C;recording of television signals H04N0005760000)
2787,G03H,-0.0584,0.5542,2,402,100607,HOLOGRAPHIC PROCESSES OR APPARATUS (holograms， e.g. point holograms， used as ordinary optical elements G02B0005320000;analogue computers performing mathematical operations with the aid of optical elements G06E0003000000;holographic storage G11B0007006500， G11C0013040000)
2800,G04B,-0.5124,0.4141,2,551,128261,MECHANICALLY-DRIVEN CLOCKS OR WATCHES; MECHANICAL PARTS OF CLOCKS OR WATCHES IN GENERAL; TIME-PIECES USING THE POSITION OF THE SUN， MOON， OR STARS (spring- or weight-driven mechanisms in general F03G;electromechanical clocks or watches G04C;electromechanical clocks with attached or built-in means operating any device at preselected times or after predetermined time intervals G04C0023000000;clocks or watches with stop devices G04F0007080000;structural details or housings specially adapted for electronic time-pieces with no moving parts G04G0017000000)
2801,G04C,-0.5283,0.5371,2,463,128469,ELECTROMECHANICAL CLOCKS OR WATCHES (mechanical parts of clocks or watches in general G04B;electronic time-pieces with no moving parts， electronic circuitry for producing timing pulses G04G)
2802,G04D,-0.3816,0.282,2,313,15959,APPARATUS OR TOOLS SPECIALLY DESIGNED FOR MAKING OR MAINTAINING CLOCKS OR WATCHES
2804,G04F,-0.3749,0.5419,2,479,66289,TIME-INTERVAL MEASURING (measuring pulse characteristics G01R， e.g. G01R0029020000;in radar or like systems G01S)
2805,G04G,-0.5442,0.5678,2,463,190447,ELECTRONIC TIME-PIECES
2814,G04R,-0.6007,0.7393,2,191,25756,RADIO-CONTROLLED TIME-PIECES
2817,G05B,-0.3422,0.1021,2,741,1116519,CONTROL OR REGULATING SYSTEMS IN GENERAL; FUNCTIONAL ELEMENTS OF SUCH SYSTEMS; MONITORING OR TESTING ARRANGEMENTS FOR SUCH SYSTEMS OR ELEMENTS   (systems for controlling or regulating non-electric variables G05D;  systems for regulating electric or magnetic variables G05F;  control devices or systems insofar as characterised by mechanical features only G05G)
2819,G05D,-0.4943,-0.0199,1,761,1175210,SYSTEMS FOR CONTROLLING OR REGULATING NON-ELECTRIC VARIABLES
2821,G05F,-0.5663,0.7095,2,550,253360,SYSTEMS FOR REGULATING ELECTRIC OR MAGNETIC VARIABLES
2822,G05G,-0.6233,-0.0806,1,601,213398,"CONTROL DEVICES OR SYSTEMS INSOFAR AS CHARACTERISED BY MECHANICAL FEATURES ONLY (""Bowden"" or like mechanisms F16C0001100000;gearings or mechanisms not peculiar to this purpose F16H;speed changing or reversing mechanisms for gearings conveying rotary motion F16H0059000000-F16H0063000000)"
2836,G06C,-0.368,0.6805,2,395,19289,DIGITAL COMPUTERS IN WHICH ALL THE COMPUTATION IS EFFECTED MECHANICALLY (score computers for card games A63F0001180000)
2837,G06D,-0.5283,0.2924,2,181,2254,DIGITAL FLUID-PRESSURE COMPUTING DEVICES
2838,G06E,-0.2616,0.7614,2,213,18149,OPTICAL COMPUTING DEVICES (digital storage using optical elements G11C0013040000)
2839,G06F,-0.3527,0.6914,2,933,7553624,ELECTRIC DIGITAL DATA PROCESSING (computer systems based on specific computational models G06N)
2840,G06G,-0.3522,0.5784,2,551,120670,ANALOGUE COMPUTERS (analogue optical computing devices G06E0003000000;computer systems based on specific computational models G06N)
2843,G06J,-0.3286,0.7861,2,177,11642,HYBRID COMPUTING ARRANGEMENTS (optical hybrid computing devices G06E0003000000;computer systems based on specific computational models G06N;neural networks for image data processing G06T;analogue/digital conversion， in general H03M0001000000)
2844,G06K,-0.1665,0.5341,2,751,2374679,GRAPHICAL DATA READING (image or video recognition or understanding G06V); PRESENTATION OF DATA; RECORD CARRIERS; HANDLING RECORD CARRIERS
2846,G06M,-0.2022,0.3448,2,533,70252,COUNTING MECHANISMS; COUNTING OF OBJECTS NOT OTHERWISE PROVIDED FOR (counting by measuring volume or weight of articles to be counted G01F， G01G;adaptation of counters to electricity meters in electromechanical arrangements for measuring time integral of electric power or current G01R0011160000;computers G06C-G06J;counting electric pulses H03K;counting characters， words or messages in switching networks for transmission of digital information H04L0012080000;metering arrangements in telephonic systems H04M0015000000)
2847,G06N,-0.2591,0.5672,2,601,1537474,COMPUTING ARRANGEMENTS BASED ON SPECIFIC COMPUTATIONAL MODELS
2850,G06Q,-0.3277,0.5488,2,687,2768303,INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR ADMINISTRATIVE， COMMERCIAL， FINANCIAL， MANAGERIAL OR SUPERVISORY PURPOSES; SYSTEMS OR METHODS SPECIALLY ADAPTED FOR ADMINISTRATIVE， COMMERCIAL， FINANCIAL， MANAGERIAL OR SUPERVISORY PURPOSES， NOT OTHERWISE PROVIDED FOR
2853,G06T,-0.2439,0.7229,2,700,2494090,IMAGE DATA PROCESSING OR GENERATION， IN GENERAL
2855,G06V,-0.266,0.6307,2,580,983535,IMAGE OR VIDEO RECOGNITION OR UNDERSTANDING
2861,G07B,-0.3301,0.5473,2,406,156474,TICKET-ISSUING APPARATUS; TAXIMETERS; ARRANGEMENTS OR APPARATUS FOR COLLECTING FARES， TOLLS OR ENTRANCE FEES AT ONE OR MORE CONTROL POINTS;  FRANKING APPARATUS
2862,G07C,-0.382,0.3438,2,618,597540,TIME OR ATTENDANCE REGISTERS; REGISTERING OR INDICATING THE WORKING OF MACHINES; GENERATING RANDOM NUMBERS; VOTING OR LOTTERY APPARATUS; ARRANGEMENTS， SYSTEMS OR APPARATUS FOR CHECKING NOT PROVIDED FOR ELSEWHERE
2863,G07D,-0.0998,0.418,2,465,211801,HANDLING OF COINS OR OF VALUABLE PAPERS， e.g. TESTING， SORTING BY DENOMINATIONS， COUNTING， DISPENSING， CHANGING OR DEPOSITING
2865,G07F,-0.1741,0.3783,2,635,595859,COIN-FREED OR LIKE APPARATUS (coin sorting G07D0003000000;coin testing G07D0005000000)
2866,G07G,-0.2349,0.5334,2,364,129575,REGISTERING THE RECEIPT OF CASH， VALUABLES， OR TOKENS (digital computing in general G06C， G06F)
2877,G08B,-0.4846,0.3221,2,701,1140622,SIGNALLING OR CALLING SYSTEMS; ORDER TELEGRAPHS; ALARM SYSTEMS
2878,G08C,-0.3624,0.5597,2,620,529198,TRANSMISSION SYSTEMS FOR MEASURED VALUES， CONTROL OR SIMILAR SIGNALS (fluid pressure transmission systems F15B; mechanical means for transferring the output of a sensing member into a different variable G01D0005000000; mechanical control systems G05G)
2882,G08G,-0.525,0.4247,2,511,859972,TRAFFIC CONTROL SYSTEMS (guiding railway traffic， ensuring the safety of railway traffic B61L;radar or analogous systems， sonar systems or lidar systems specially adapted for traffic control G01S0013910000， G01S0015880000， G01S0017880000;radar or analogous systems， sonar systems or lidar systems specially adapted for anti-collision purposes G01S0013930000， G01S0015930000， G01S0017930000;control of position， course， altitude or attitude of land， water， air or space vehicles， not being specific to a traffic environment G05D0001000000)
2898,G09B,-0.3776,0.3769,2,667,551328,EDUCATIONAL OR DEMONSTRATION APPLIANCES; APPLIANCES FOR TEACHING， OR COMMUNICATING WITH， THE BLIND， DEAF OR MUTE; MODELS; PLANETARIA; GLOBES; MAPS; DIAGRAMS
2899,G09C,-0.3819,0.8546,2,319,164160,CIPHERING OR DECIPHERING APPARATUS FOR CRYPTOGRAPHIC OR OTHER PURPOSES INVOLVING THE NEED FOR SECRECY
2900,G09D,-0.4929,0.365,2,263,7957,RAILWAY OR LIKE TIME OR FARE TABLES; PERPETUAL CALENDARS
2902,G09F,-0.2406,0.2075,2,735,1392492,DISPLAYING; ADVERTISING; SIGNS; LABELS OR NAME-PLATES; SEALS
2903,G09G,-0.2955,0.812,2,595,1103658,ARRANGEMENTS OR CIRCUITS FOR CONTROL OF INDICATING DEVICES USING STATIC MEANS TO PRESENT VARIABLE INFORMATION  (arrangements for transferring data between digital computers and displays G06F0003140000; static indicating arrangements comprising an association of a number of separate sources or light control cells G09F0009000000; static indicating arrangements comprising integral associations of a number of light sources H01J， H01K， H05B0033120000， H10H; scanning， transmission or reproduction of documents or the like， e.g. facsimile transmission， details thereof H04N0001000000)
2918,G10B,-0.6197,0.6772,2,171,9075,ORGANS， HARMONIUMS OR SIMILAR WIND MUSICAL INSTRUMENTS WITH ASSOCIATED BLOWING APPARATUS (accordions， concertinas or the like or keyboards therefor G10D0011000000; automatic wind instruments G10F0001120000)
2919,G10C,-0.5579,0.5671,2,283,14432,PIANOS， HARPSICHORDS， SPINETS OR SIMILAR STRINGED MUSICAL INSTRUMENTS WITH ONE OR MORE KEYBOARDS (automatic musical instruments G10F)
2920,G10D,-0.4956,0.4143,2,416,26085,STRINGED MUSICAL INSTRUMENTS; WIND MUSICAL INSTRUMENTS; ACCORDIONS OR CONCERTINAS; PERCUSSION MUSICAL INSTRUMENTS; AEOLIAN HARPS;  SINGING-FLAME MUSICAL INSTRUMENTS; MUSICAL INSTRUMENTS NOT OTHERWISE PROVIDED FOR (organs， harmoniums or similar wind musical instruments with associated blowing apparatus G10B; pianos， harpsichords， spinets or similar stringed musical instruments with one or more keyboards G10C; automatic musical instruments G10F; electrophonic musical instruments in which tones are generated by electromechanical means G10H)
2921,G10F,-0.5434,0.5998,2,280,11191,AUTOMATIC MUSICAL INSTRUMENTS (non-musical aspects of musical toy instruments A63H0005000000;arrangements for the associated working of recording or reproducing apparatus with automatic musical instruments G11B0031020000)
2922,G10G,-0.5171,0.4768,2,315,34334,REPRESENTATION OF MUSIC; RECORDING MUSIC IN NOTATION FORM; ACCESSORIES FOR MUSIC OR MUSICAL INSTRUMENTS NOT OTHERWISE PROVIDED FOR， e.g. SUPPORTS (music stands A47B;non-musical aspects of musical toy instruments A63H0005000000;metronomes G04F0005020000;teaching music G09B0015000000)
2923,G10H,-0.5167,0.7203,2,394,107273,ELECTROPHONIC MUSICAL INSTRUMENTS; INSTRUMENTS IN WHICH THE TONES ARE GENERATED BY ELECTROMECHANICAL MEANS OR ELECTRONIC GENERATORS， OR IN WHICH THE TONES ARE SYNTHESISED FROM A DATA STORE
2926,G10K,-0.4326,0.3054,2,663,367419,SOUND-PRODUCING DEVICES; METHODS OR DEVICES FOR PROTECTING AGAINST， OR FOR DAMPING， NOISE OR OTHER ACOUSTIC WAVES IN GENERAL; ACOUSTICS NOT OTHERWISE PROVIDED FOR
2927,G10L,-0.3649,0.8464,2,506,571825,SPEECH ANALYSIS TECHNIQUES OR SPEECH SYNTHESIS; SPEECH RECOGNITION; SPEECH OR VOICE PROCESSING TECHNIQUES; SPEECH OR AUDIO CODING OR DECODING
2937,G11B,-0.2662,0.6264,2,778,1266973,INFORMATION STORAGE BASED ON RELATIVE MOVEMENT BETWEEN RECORD CARRIER AND TRANSDUCER (recording measured values in a way that does not require playback through a transducer G01D0009000000;recording or playback apparatus using mechanically marked tape， e.g. punched paper tape， or using unit records， e.g. punched or magnetically marked cards G06K;transferring data from one type of record carrier to another G06K0001180000; circuits for coupling output of reproducer to radio receiver H04B0001200000; gramophone pick-ups or like acoustic electromechanical transducers or circuits therefor H04R)
2938,G11C,-0.2977,1.005,2,596,714572,STATIC STORES (semiconductor memory devices H10B)
2953,G12B,-0.3629,0.2883,2,545,121998,CONSTRUCTIONAL DETAILS OF INSTRUMENTS， OR COMPARABLE DETAILS OF OTHER APPARATUS， NOT OTHERWISE PROVIDED FOR
2969,G16B,0.7101,0.5056,5,277,162073,BIOINFORMATICS， i.e. INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR GENETIC OR PROTEIN-RELATED DATA PROCESSING IN COMPUTATIONAL MOLECULAR BIOLOGY 
2970,G16C,0.1682,0.6028,2,400,51092,COMPUTATIONAL CHEMISTRY; CHEMOINFORMATICS; COMPUTATIONAL MATERIALS SCIENCE
2974,G16H,-0.0407,0.5022,2,445,514661,HEALTHCARE INFORMATICS， i.e. INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR THE HANDLING OR PROCESSING OF MEDICAL OR HEALTHCARE DATA
2979,G16Y,-0.434,0.6547,2,403,69188,INFORMATION AND COMMUNICATION TECHNOLOGY SPECIALLY ADAPTED FOR THE INTERNET OF THINGS [IoT]
2980,G16Z,-0.0893,0.5474,2,375,46871,INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR SPECIFIC APPLICATION FIELDS， NOT OTHERWISE PROVIDED FOR
2989,G21B,-0.0152,0.3379,2,320,18349,FUSION REACTORS (uncontrolled fusion， applications thereof G21J)
2990,G21C,-0.0129,0.0746,3,589,196547,NUCLEAR REACTORS (fusion reactors， hybrid fission-fusion reactors G21B;nuclear explosives G21J)
2991,G21D,-0.1186,0.0328,3,404,65592,NUCLEAR POWER PLANT
2993,G21F,0.2801,0.1775,3,581,147420,PROTECTION AGAINST X-RADIATION， GAMMA RADIATION， CORPUSCULAR RADIATION OR PARTICLE BOMBARDMENT; TREATING RADIOACTIVELY CONTAMINATED MATERIAL; DECONTAMINATION ARRANGEMENTS THEREFOR (radiation protection by pharmaceutical means A61K0008000000， A61Q0017040000;in cosmonautic vehicles B64G0001540000;combined with a reactor G21C0011000000;combined with X-ray tubes H01J0035160000;combined with X-ray apparatus H05G0001020000)
2994,G21G,0.3039,0.3577,3,365,33182,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES
2995,G21H,0.2288,0.2664,3,415,18066,OBTAINING ENERGY FROM RADIOACTIVE SOURCES; APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES， NOT OTHERWISE PROVIDED FOR; UTILISING COSMIC RADIATION (measurement of nuclear or X-radiation G01T;fusion reactors G21B;nuclear reactors G21C;lamps in which a gas filling is excited to luminescence by external corpuscular radiation or by radioactive material structurally associated with the lamp H01J0065040000， H01J0065060000)
2996,G21J,-0.1832,0.3712,2,99,691,NUCLEAR EXPLOSIVES; APPLICATIONS THEREOF
2997,G21K,0.2277,0.5265,2,512,174617,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES
3156,G99Z,-0.2892,0.5433,2,103,267,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION
3166,H01B,0.1668,0.135,3,710,1229014,CABLES; CONDUCTORS; INSULATORS; SELECTION OF MATERIALS FOR THEIR CONDUCTIVE， INSULATING OR DIELECTRIC PROPERTIES (selection for magnetic properties H01F0001000000;waveguides H01P)
3167,H01C,-0.1152,0.3731,2,543,195601,RESISTORS
3170,H01F,-0.2226,0.1787,2,698,888995,MAGNETS; INDUCTANCES; TRANSFORMERS; SELECTION OF MATERIALS FOR THEIR MAGNETIC PROPERTIES
3171,H01G,0.0387,0.2216,3,595,421277,CAPACITORS; CAPACITORS， RECTIFIERS， DETECTORS， SWITCHING DEVICES， LIGHT-SENSITIVE OR TEMPERATURE-SENSITIVE DEVICES OF THE ELECTROLYTIC TYPE  (selection of specified materials as dielectric H01B0003000000; capacitors having potential barriers H10D0001620000， H10K0010100000)
3172,H01H,-0.4405,0.3161,2,721,723944,ELECTRIC SWITCHES; RELAYS; SELECTORS; EMERGENCY PROTECTIVE DEVICES (contact cables H01B0007100000; electrolytic self-interrupters H01G0009180000; emergency protective circuit arrangements H02H; switching by electronic means without contact-making H03K0017000000)
3174,H01J,0.0444,0.5388,2,748,894748,ELECTRIC DISCHARGE TUBES OR DISCHARGE LAMPS (spark-gaps H01T;arc lamps with consumable electrodes H05B;particle accelerators H05H)
3175,H01K,-0.1931,0.3578,2,460,51650,ELECTRIC INCANDESCENT LAMPS (details， apparatus or processes for manufacture applicable to both discharge devices and incandescent lamps H01J; light sources using a combination of incandescent and other types of light generation H01J0061960000， H05B0035000000)
3176,H01L,0.0173,0.4616,2,960,5221720,SEMICONDUCTOR DEVICES NOT COVERED BY CLASS H10 (use of semiconductor devices for measuring G01;  resistors in general H01C;  magnets， inductors or transformers H01F;  capacitors in general H01G;  electrolytic devices H01G0009000000;  batteries or accumulators H01M;  waveguides， resonators or lines of the waveguide type H01P;  line connectors or current collectors H01R;  stimulated-emission devices H01S;  electromechanical resonators H03H;  loudspeakers， microphones， gramophone pick-ups or like acoustic electromechanical transducers H04R;  electric light sources in general H05B;  printed circuits， hybrid circuits， casings or constructional details of electrical apparatus， manufacture of assemblages of electrical components H05K;  use of semiconductor devices in circuits having a particular application， see the subclass for the application)
3177,H01M,0.0087,0.1856,3,711,1469930,PROCESSES OR MEANS， e.g. BATTERIES， FOR THE DIRECT CONVERSION OF CHEMICAL ENERGY INTO ELECTRICAL ENERGY
3180,H01P,-0.38,0.777,2,489,190088,WAVEGUIDES; RESONATORS， LINES OR OTHER DEVICES OF THE WAVEGUIDE TYPE (operating at optical frequencies G02B)
3181,H01Q,-0.5029,0.4798,2,610,492866,ANTENNAS， i.e. RADIO AERIALS (radiators or antennas for microwave heating H05B0006720000)
3182,H01R,-0.4621,0.3964,2,704,950227,ELECTRICALLY-CONDUCTIVE CONNECTIONS; STRUCTURAL ASSOCIATIONS OF A PLURALITY OF MUTUALLY-INSULATED ELECTRICAL CONNECTING ELEMENTS; COUPLING DEVICES; CURRENT COLLECTORS
3183,H01S,-0.2003,0.8508,2,594,417647,DEVICES USING THE PROCESS OF LIGHT AMPLIFICATION BY STIMULATED EMISSION OF RADIATION [LASER] TO AMPLIFY OR GENERATE LIGHT; DEVICES USING STIMULATED EMISSION OF ELECTROMAGNETIC RADIATION IN WAVE RANGES OTHER THAN OPTICAL
3184,H01T,-0.3416,0.3846,2,513,108998,SPARK GAPS; OVERVOLTAGE ARRESTERS USING SPARK GAPS; SPARKING PLUGS; CORONA DEVICES; GENERATING IONS TO BE INTRODUCED INTO NON-ENCLOSED GASES (overvoltage protection circuits H02H)
3191,H02B,-0.461,0.2393,2,552,285737,BOARDS， SUBSTATIONS OR SWITCHING ARRANGEMENTS FOR THE SUPPLY OR DISTRIBUTION OF ELECTRIC POWER
3196,H02G,-0.468,0.0755,2,651,646823,INSTALLATION OF ELECTRIC CABLES OR LINES， OR OF COMBINED OPTICAL AND ELECTRIC CABLES OR LINES
3197,H02H,-0.5289,0.42,2,582,456215,EMERGENCY PROTECTIVE CIRCUIT ARRANGEMENTS (indicating or signalling undesired working conditions G01R， e.g. G01R0031000000， G08B;locating faults along lines G01R0031080000;emergency protective devices H01H)
3199,H02J,-0.4482,0.2861,2,677,1509617,CIRCUIT ARRANGEMENTS OR SYSTEMS FOR SUPPLYING OR DISTRIBUTING ELECTRIC POWER; SYSTEMS FOR STORING ELECTRIC ENERGY
3200,H02K,-0.6058,0.0832,1,727,854913,DYNAMO-ELECTRIC MACHINES (dynamo-electric relays H01H0053000000;conversion of DC or AC input power into surge output power H02M0009000000)
3202,H02M,-0.667,0.5637,2,623,678593,APPARATUS FOR CONVERSION BETWEEN AC AND AC， BETWEEN AC AND DC， OR BETWEEN DC AND DC， AND FOR USE WITH MAINS OR SIMILAR POWER SUPPLY SYSTEMS; CONVERSION OF DC OR AC INPUT POWER INTO SURGE OUTPUT POWER; CONTROL OR REGULATION THEREOF  (transformers H01F; dynamo-electric converters H02K0047000000; controlling transformers， reactors or choke coils， control or regulation of electric motors， generators or dynamo-electric converters H02P)
3203,H02N,-0.2235,0.3237,2,606,222181,ELECTRIC MACHINES NOT OTHERWISE PROVIDED FOR
3205,H02P,-0.6852,0.1038,1,662,547192,CONTROL OR REGULATION OF ELECTRIC MOTORS， ELECTRIC GENERATORS OR DYNAMO-ELECTRIC CONVERTERS; CONTROLLING TRANSFORMERS， REACTORS OR CHOKE COILS
3208,H02S,-0.3618,0.0194,1,553,330738,GENERATION OF ELECTRIC POWER BY CONVERSION OF INFRARED RADIATION， VISIBLE LIGHT OR ULTRAVIOLET LIGHT， e.g. USING PHOTOVOLTAIC [PV] MODULES   (obtaining electrical energy from radioactive sources G21H0001120000;  light sensitive inorganic semiconductor devices H10F; light sensitive organic semiconductor devices H10K0030000000;thermoelectric devices H10N0010000000;  pyroelectric devices H10N0015000000)
3215,H03B,-0.4202,0.8522,2,475,148598,GENERATION OF OSCILLATIONS， DIRECTLY OR BY FREQUENCY-CHANGING， BY CIRCUITS EMPLOYING ACTIVE ELEMENTS WHICH OPERATE IN A NON-SWITCHING MANNER; GENERATION OF NOISE BY SUCH CIRCUITS (generators specially adapted for electrophonic musical instruments G10H;masers or lasers H01S; generation of oscillations in plasma H05H)
3216,H03C,-0.4531,0.9534,2,325,56385,MODULATION (masers or lasers H01S;coding， decoding or code conversion H03M)
3217,H03D,-0.4671,0.9318,2,363,126595,DEMODULATION OR TRANSFERENCE OF MODULATION FROM ONE CARRIER TO ANOTHER (masers， lasers H01S;circuits capable of acting both as modulator and demodulator H03C， e.g. balanced modulators H03C0001540000;details applicable to both modulators and frequency-changers H03C;demodulating pulses which have been modulated with a continuously-variable signal H03K0009000000;transforming types of pulse modulation H03K0011000000;relay systems， e.g. repeater stations H04B0007140000;demodulators adapted for digitally modulated-carrier systems H04L0027000000;synchronous demodulators adapted for colour television H04N0009660000)
3219,H03F,-0.4111,1.0396,2,541,267339,AMPLIFIERS
3220,H03G,-0.3198,0.846,2,420,180943,CONTROL OF AMPLIFICATION
3221,H03H,-0.4211,0.9446,2,546,385855,IMPEDANCE NETWORKS， e.g. RESONANT CIRCUITS; RESONATORS   (waveguides， resonators， lines or other devices of the waveguide type H01P)
3223,H03J,-0.553,0.7908,2,423,131582,TUNING RESONANT CIRCUITS; SELECTING RESONANT CIRCUITS
3224,H03K,-0.3734,0.7528,2,663,839857,PULSE TECHNIQUE (measuring pulse characteristics G01R;modulating sinusoidal oscillations with pulses H03C; transmission of digital information H04L;discriminator circuits detecting phase difference between two signals by counting or integrating cycles of oscillation H03D0003040000;automatic control， starting， synchronisation or stabilisation of generators of electronic oscillations or pulses where the type of generator is irrelevant or unspecified H03L;coding， decoding or code conversion， in general H03M)
3225,H03L,-0.4629,0.8719,2,401,205789,AUTOMATIC CONTROL， STARTING， SYNCHRONISATION OR STABILISATION OF GENERATORS OF ELECTRONIC OSCILLATIONS OR PULSES (generation of oscillations H03B)
3226,H03M,-0.4696,1.0493,2,533,604799,CODING， DECODING OR CODE CONVERSION， IN GENERAL (using fluidic means F15C0004000000;optical analogue/digital converters G02F0007000000;coding， decoding or code conversion， specially adapted for particular applications， see the relevant subclasses， e.g. G01D， G01R， G06F， G06T， G09G， G10L， G11B， G11C， H04B， H04L， H04M， H04N;ciphering or deciphering for cryptography or other purposes involving the need for secrecy G09C)
3236,H04B,-0.4356,0.8043,2,759,2896827,TRANSMISSION
3242,H04H,-0.4404,0.9457,2,413,297737,BROADCAST COMMUNICATION (multiplex communication H04J;pictorial communication aspects of broadcast systems H04N)
3244,H04J,-0.4383,0.9852,2,485,855367,MULTIPLEX COMMUNICATION (peculiar to transmission of digital information H04L0005000000;systems for the simultaneous or sequential transmission of more than one television signal H04N0007080000;in exchanges H04Q0011000000)
3245,H04K,-0.5637,0.8414,2,320,96850,SECRET COMMUNICATION; JAMMING OF COMMUNICATION
3246,H04L,-0.4461,0.9535,2,752,4355064,TRANSMISSION OF DIGITAL INFORMATION， e.g. TELEGRAPHIC COMMUNICATION (arrangements common to telegraphic and telephonic communication H04M)
3247,H04M,-0.438,0.8907,2,695,1753336,TELEPHONIC COMMUNICATION (circuits for controlling other apparatus via a telephone cable and not involving telephone switching apparatus G08)
3248,H04N,-0.2742,0.759,2,818,4470145,PICTORIAL COMMUNICATION， e.g. TELEVISION
3251,H04Q,-0.4794,0.8666,2,668,1279438,SELECTING (switches， relays， selectors H01H; wireless communication networks H04W)
3252,H04R,-0.3412,0.6009,2,652,543803,LOUDSPEAKERS， MICROPHONES， GRAMOPHONE PICK-UPS OR LIKE ACOUSTIC ELECTROMECHANICAL TRANSDUCERS; DEAF-AID SETS; PUBLIC ADDRESS SYSTEMS (producing sounds with frequency not determined by supply frequency G10K)
3253,H04S,-0.3678,0.7725,2,256,99131,STEREOPHONIC SYSTEMS
3257,H04W,-0.526,1.0064,2,616,2778911,WIRELESS COMMUNICATION NETWORKS (broadcast communication H04H;communication systems using wireless links for non-selective communication， e.g. wireless extensions H04M0001720000)
3259,H05B,-0.038,0.1718,2,757,1580650,ELECTRIC HEATING;  ELECTRIC LIGHT SOURCES NOT OTHERWISE PROVIDED FOR; CIRCUIT ARRANGEMENTS FOR ELECTRIC LIGHT SOURCES， IN GENERAL
3260,H05C,-0.079,0.0924,5,282,6485,ELECTRIC CIRCUITS OR APPARATUS SPECIALLY DESIGNED FOR USE IN EQUIPMENT FOR KILLING， STUNNING， ENCLOSING OR GUIDING LIVING BEINGS (stationary means for catching or killing insects by electric means A01M0001220000;apparatus for the destruction of noxious animals， other than insects， by electricity A01M0019000000;electric traps for animals A01M0023380000;slaughtering or stunning by electric current A22B0003060000)
3263,H05F,-0.1529,-0.003,4,562,80700,STATIC ELECTRICITY; NATURALLY-OCCURRING ELECTRICITY
3264,H05G,0.088,0.5867,2,378,85339,X-RAY TECHNIQUE (investigating or analysing materials by the use of X-rays G01N0023000000;apparatus for X-ray photography G03B0042020000;X-ray tubes H01J0035000000;TV systems having X-ray input H04N0005321000)
3265,H05H,0.0219,0.3847,2,571,243956,PLASMA TECHNIQUE  (apparatus or processes specially adapted for producing X-rays H05G0002000000); PRODUCTION OF ACCELERATED ELECTRICALLY-CHARGED PARTICLES OR OF NEUTRONS; PRODUCTION OR ACCELERATION OF NEUTRAL MOLECULAR OR ATOMIC BEAMS
3268,H05K,-0.1357,0.3429,2,804,2500496,PRINTED CIRCUITS; CASINGS OR CONSTRUCTIONAL DETAILS OF ELECTRIC APPARATUS; MANUFACTURE OF ASSEMBLAGES OF ELECTRICAL COMPONENTS
3332,H10B,-0.0934,0.81,2,329,394298,ELECTRONIC MEMORY DEVICES
3334,H10D,-0.0127,0.6872,2,94,2397,INORGANIC ELECTRIC SEMICONDUCTOR DEVICES
3335,H10F,0.1024,0.4316,2,167,2132,INORGANIC SEMICONDUCTOR DEVICES SENSITIVE TO INFRARED RADIATION， LIGHT， ELECTROMAGNETIC RADIATION OF SHORTER WAVELENGTH OR CORPUSCULAR RADIATION
3336,H10H,-0.009,0.5203,2,119,1702,INORGANIC LIGHT-EMITTING SEMICONDUCTOR DEVICES HAVING POTENTIAL BARRIERS
3339,H10K,0.3197,0.36,2,415,460712,ORGANIC ELECTRIC SOLID-STATE DEVICES
3342,H10N,-0.1133,0.4492,2,636,797941,ELECTRIC SOLID-STATE DEVICES NOT OTHERWISE PROVIDED FOR
3511,H99Z,-0.3064,0.3899,2,55,111,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION
