id,x,y,cluster,weight<Links>,weight<Total link strength>,label
F03D,-0.3504,0.507,4,522,195995,WIND MOTORS
F03G,-0.1993,0.6641,4,530,106628,SPRING. WEIGHT. INERTIA. OR LIKE MOTORS; MECHANICAL-POWER-PRODUCING DEVICES OR MECHANISMS. NOT OTHERWISE PROVIDED FOR OR USING ENERGY SOURCES NOT OTHERWISE PROVIDED FOR (arrangements in connection with power supply in vehicles from force of nature B60K0016000000;electric propulsion with power supply in vehicles from force of nature B60L0008000000)
F03H,-0.3714,0.6252,1,267,9642,PRODUCING A REACTIVE PROPULSIVE THRUST. NOT OTHERWISE PROVIDED FOR (from combustion products F02K)
F04B,-0.0741,0.6566,4,606,581808,POSITIVE-DISPLACEMENT MACHINES FOR LIQUIDS; PUMPS (machines for liquids. or pumps. of rotary-piston or oscillating-piston type F04C; non-positive-displacement pumps F04D; pumping of fluid by direct contact of another fluid or by using inertia of fluid to be pumped F04F)
F04C,-0.0857,0.9422,4,518,212166,ROTARY-PISTON. OR OSCILLATING-PISTON. POSITIVE-DISPLACEMENT MACHINES FOR LIQUIDS (engines driven by liquids F03C); ROTARY-PISTON. OR OSCILLATING-PISTON. POSITIVE-DISPLACEMENT PUMPS (engine fuel-injection pumps F02M)
F04D,-0.0482,0.5879,4,603,489463,NON-POSITIVE-DISPLACEMENT PUMPS (engine fuel-injection pumps F02M;ion pumps H01J0041120000;electrodynamic pumps H02K0044020000)
F04F,0.1213,0.7169,4,474,57264,PUMPING OF FLUID BY DIRECT CONTACT OF ANOTHER FLUID OR BY USING INERTIA OF FLUID TO BE PUMPED (containers or packages with special means for dispensing liquid or semi-liquid contents by internal gaseous pressure B65D0083140000); SIPHONS
F15B,-0.2744,0.5159,4,589,432001,SYSTEMS ACTING BY MEANS OF FLUIDS IN GENERAL; FLUID-PRESSURE ACTUATORS. e.g. SERVOMOTORS; DETAILS OF FLUID-PRESSURE SYSTEMS. NOT OTHERWISE PROVIDED FOR
F15C,-0.2719,0.458,4,427,39406,FLUID-CIRCUIT ELEMENTS PREDOMINANTLY USED FOR COMPUTING OR CONTROL PURPOSES (transducers F15B0005000000;fluid dynamics in general F15D;computers comprising fluid elements G06D. G06G)
F15D,0.0632,0.6154,4,460,44922,FLUID DYNAMICS. i.e. METHODS OR MEANS FOR INFLUENCING THE FLOW OF GASES OR LIQUIDS
F16B,-0.2431,0.0632,6,620,830462,DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER. e.g. NAILS. BOLTS. CIRCLIPS. CLAMPS. CLIPS OR WEDGES; JOINTS OR JOINTING (couplings for transmitting rotation F16D)
F16C,-0.173,0.2459,4,602,789698,SHAFTS; FLEXIBLE SHAFTS; MECHANICAL MEANS FOR TRANSMITTING MOVEMENT IN A FLEXIBLE SHEATHING; ELEMENTS OF CRANKSHAFT MECHANISMS; PIVOTS; PIVOTAL CONNECTIONS; ROTARY ENGINEERING ELEMENTS OTHER THAN GEARING. COUPLING. CLUTCH OR BRAKE ELEMENTS; BEARINGS
F16D,-0.4142,0.4455,4,606,672950,COUPLINGS FOR TRANSMITTING ROTATION (gearing for conveying rotation F16H. e.g. fluid gearing F16H0039000000-F16H0047000000); CLUTCHES (dynamo-electric clutches H02K0049000000;clutches using electrostatic attraction H02N0013000000); BRAKES (electrodynamic brake systems for vehicles in general B60L0007000000;dynamo-electric brakes H02K0049000000)
F16F,-0.3592,0.2999,4,625,836797,SPRINGS; SHOCK-ABSORBERS; MEANS FOR DAMPING VIBRATION
F16G,-0.1519,-0.0409,4,531,138916,BELTS. CABLES. OR ROPES. PREDOMINANTLY USED FOR DRIVING PURPOSES; CHAINS; FITTINGS PREDOMINANTLY USED THEREFOR
F16H,-0.3314,0.3909,4,620,1025009,GEARING
F16J,-0.0365,0.4928,4,599,532765,PISTONS; CYLINDERS; PRESSURE VESSELS IN GENERAL; SEALINGS
F16K,-0.0066,0.4825,4,619,843436,VALVES; TAPS; COCKS; ACTUATING-FLOATS; DEVICES FOR VENTING OR AERATING
F16L,0.0132,0.2933,4,631,1088103,PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES. CABLES OR PROTECTIVE TUBING; MEANS FOR THERMAL INSULATION IN GENERAL
F16M,-0.4783,0.0664,1,607,586024,FRAMES. CASINGS OR BEDS OF ENGINES. MACHINES OR APPARATUS. NOT SPECIFIC TO ENGINES. MACHINES OR APPARATUS PROVIDED FOR ELSEWHERE; STANDS; SUPPORTS
F16N,-0.1492,0.5613,4,546,150178,LUBRICATING
F16P,-0.1921,0.0319,5,517,59902,SAFETY DEVICES IN GENERAL
F16S,-0.2011,0.1059,6,454,56870,CONSTRUCTIONAL ELEMENTS IN GENERAL; STRUCTURES BUILT-UP FROM SUCH ELEMENTS. IN GENERAL
F16T,0.0938,0.7591,4,316,16060,STEAM TRAPS OR LIKE APPARATUS FOR DRAINING-OFF LIQUIDS FROM ENCLOSURES PREDOMINANTLY CONTAINING GASES OR VAPOURS
F17B,0.2239,0.5477,4,235,3845,GAS-HOLDERS OF VARIABLE CAPACITY (self-acting gas cut-off devices A47J0027620000. G05D;flame traps A62C0004000000;gas mixers B01F. F16K0011000000. G05D0011000000;construction or assembling of bulk storage containers employing civil-engineering techniques E04H0007000000;gas compressors F04;valves F16K;damping pulsations in valves or pipes F16K. F16L;pipes F16L;stopping devices for gas mains F16L0055100000;vessels adapted for storing compressed. liquefied. or solidified gases F17C;gas distribution systems F17D0001040000;detecting leakage F17D0005020000. G01M;supervising or alarm devices F17D0005020000. G08B;control of combustion in burners F23N;gas flow or pressure regulators G05D)
F17C,0.1182,0.4863,4,556,251399,VESSELS FOR CONTAINING OR STORING COMPRESSED. LIQUEFIED. OR SOLIDIFIED GASES; FIXED-CAPACITY GAS-HOLDERS; FILLING VESSELS WITH. OR DISCHARGING FROM VESSELS. COMPRESSED. LIQUEFIED. OR SOLIDIFIED GASES (storing fluids in natural or artificial cavities or chambers in the earth B65G0005000000;construction or assembling of bulk storage containers employing civil-engineering techniques E04H0007000000;variable-capacity gas-holders F17B;liquefaction or refrigeration machines. plants. or systems F25)
F17D,0.0844,0.4866,4,551,147034,PIPE-LINE SYSTEMS; PIPE-LINES (distributing water E03B;pumps or compressors F04;fluid dynamics F15D;valves or the like F16K;pipes. laying pipes. supports. joints. branches. repairing. work on the entire line. accessories F16L;steam traps or the like F16T;fluid-pressure electric cables H01B0009060000)
F21H,-0.0987,0.4984,7,88,911,INCANDESCENT MANTLES; OTHER INCANDESCENT BODIES HEATED BY COMBUSTION
F21K,-0.6545,-0.0792,1,469,224693,NON-ELECTRIC LIGHT SOURCES USING LUMINESCENCE; LIGHT SOURCES USING ELECTROCHEMILUMINESCENCE; LIGHT SOURCES USING CHARGES OF COMBUSTIBLE MATERIAL; LIGHT SOURCES USING SEMICONDUCTOR DEVICES AS LIGHT-GENERATING ELEMENTS; LIGHT SOURCES NOT OTHERWISE PROVIDED FOR
F21L,-0.6315,0.0091,1,458,117845,LIGHTING DEVICES OR SYSTEMS THEREOF. BEING PORTABLE OR SPECIALLY ADAPTED FOR TRANSPORTATION
F21S,-0.5379,-0.0052,1,575,1403622,NON-PORTABLE LIGHTING DEVICES; SYSTEMS THEREOF; VEHICLE LIGHTING DEVICES SPECIALLY ADAPTED FOR VEHICLE EXTERIORS
F21V,-0.4911,-0.0315,1,629,2133952,FUNCTIONAL FEATURES OR DETAILS OF LIGHTING DEVICES OR SYSTEMS THEREOF; STRUCTURAL COMBINATIONS OF LIGHTING DEVICES WITH OTHER ARTICLES. NOT OTHERWISE PROVIDED FOR
F21W,-0.6536,-0.011,1,517,547723,INDEXING SCHEME ASSOCIATED WITH SUBCLASSES F21K. F21L. F21S and F21V. RELATING TO USES OR APPLICATIONS OF LIGHTING DEVICES OR SYSTEMS
F21Y,-0.5943,-0.0563,1,555,1130326,INDEXING SCHEME ASSOCIATED WITH SUBCLASSES F21K. F21L. F21S and F21V. RELATING TO THE FORM OR THE KIND OF THE LIGHT SOURCES OR OF THE COLOUR OF THE LIGHT EMITTED
F22B,0.5489,0.8994,7,535,226994,METHODS OF STEAM GENERATION; STEAM BOILERS
F22D,0.6117,1.0428,7,352,56183,PREHEATING. OR ACCUMULATING PREHEATED. FEED-WATER FOR STEAM GENERATION; FEED-WATER SUPPLY FOR STEAM GENERATION; CONTROLLING WATER LEVEL FOR STEAM GENERATION; AUXILIARY DEVICES FOR PROMOTING WATER CIRCULATION WITHIN STEAM BOILERS
F22G,0.645,1.115,7,296,26265,SUPERHEATING OF STEAM
F23B,0.8811,1.1224,7,322,46796,METHODS OR APPARATUS FOR COMBUSTION USING ONLY SOLID FUEL (for combustion of fuels that are solid at room temperatures. but burned in melted form. e.g. candle wax. C11C0005000000. F23C. F23D;using solid fuel suspended in air F23C. F23D0001000000;using solid fuel suspended in liquids F23C. F23D0011000000;using solid fuel together with fluid fuel or with solid fuel suspended in air. simultaneously or alternately. F23C. F23D0017000000)
F23C,0.6901,0.9695,7,458,184833,METHODS OR APPARATUS FOR COMBUSTION USING FLUID FUEL OR SOLID FUEL SUSPENDED IN AIR (burners F23D)
F23D,0.5193,0.8567,7,555,237660,BURNERS
F23G,0.799,0.8315,7,505,256232,CREMATION FURNACES; CONSUMING WASTE OR LOW GRADE FUELS BY COMBUSTION
F23H,0.9319,1.1494,7,243,18438,GRATES (inlets for fluidisation air for fluidised bed combustion apparatus F23C0010200000); CLEANING OR RAKING GRATES
F23J,0.7362,0.8859,7,475,235646,REMOVAL OR TREATMENT OF COMBUSTION PRODUCTS OR COMBUSTION RESIDUES; FLUES (combustion apparatus for consuming smoke or fumes. e.g. exhaust gases. F23G0007060000)
F23K,0.6771,0.9414,7,456,108228,FEEDING FUEL TO COMBUSTION APPARATUS (fuel feeders specially adapted for fluidised bed combustion apparatus F23C0010220000)
F23L,0.7383,1.0261,7,424,157529,SUPPLYING AIR OR NON-COMBUSTIBLE LIQUIDS OR GASES TO COMBUSTION APPARATUS IN GENERAL (firebridges with means for feeding air or steam F23M0003040000;baffles or shields with air supply passages F23M0009040000); VALVES OR DAMPERS SPECIALLY ADAPTED FOR CONTROLLING AIR SUPPLY OR DRAUGHT IN COMBUSTION APPARATUS; INDUCING DRAUGHT IN COMBUSTION APPARATUS; TOPS FOR CHIMNEYS OR VENTILATING SHAFTS; TERMINALS FOR FLUES
F23M,0.7029,1.0454,7,411,73818,CASINGS. LININGS. WALLS OR DOORS SPECIALLY ADAPTED FOR COMBUSTION CHAMBERS. e.g. FIREBRIDGES; DEVICES FOR DEFLECTING AIR. FLAMES OR COMBUSTION PRODUCTS IN COMBUSTION CHAMBERS; SAFETY ARRANGEMENTS SPECIALLY ADAPTED FOR COMBUSTION APPARATUS; DETAILS OF COMBUSTION CHAMBERS. NOT OTHERWISE PROVIDED FOR
F23N,0.4659,0.9118,7,459,156567,REGULATING OR CONTROLLING COMBUSTION (control devices specially adapted for combustion apparatus in which combustion takes place in a fluidised bed of fuel or other particles F23C0010280000;condition responsive controls for regulating combustion in domestic stoves with open fires for solid fuel F24B0001187000)
F23Q,0.213,0.7426,7,503,77492,IGNITION (devices for igniting matches A24F; chemical igniters C06C0009000000); EXTINGUISHING DEVICES
F23R,0.3462,1.0706,4,352,85178,GENERATING COMBUSTION PRODUCTS OF HIGH PRESSURE OR HIGH VELOCITY. e.g. GAS-TURBINE COMBUSTION CHAMBERS (fluidised bed combustion apparatus specially adapted for operation at superatmospheric pressures F23C0010160000)
F24B,0.718,0.9313,7,401,36941,DOMESTIC STOVES OR RANGES FOR SOLID FUELS  (for solid fuels in combination with gaseous fuels. liquid fuels or other kinds of energy supply F24C0001020000); IMPLEMENTS FOR USE IN CONNECTION WITH STOVES OR RANGES
F24C,0.3308,0.4897,7,551,315035,DOMESTIC STOVES OR RANGES (exclusively for solid fuels F24B); DETAILS OF DOMESTIC STOVES OR RANGES. OF GENERAL APPLICATION
F24D,0.2495,0.678,7,544,278103,DOMESTIC- OR SPACE-HEATING SYSTEMS. e.g. CENTRAL HEATING SYSTEMS; DOMESTIC HOT-WATER SUPPLY SYSTEMS; ELEMENTS OR COMPONENTS THEREFOR (using steam or condensate extracted or exhausted from steam engine plants for heating purposes F01K0017020000)
F24F,0.074,0.4378,7,618,752030,AIR-CONDITIONING; AIR-HUMIDIFICATION; VENTILATION; USE OF AIR CURRENTS FOR SCREENING (removing dirt or fumes from areas where they are produced B08B0015000000;vertical ducts for carrying away waste gases from buildings E04F0017020000;tops for chimneys or ventilating shafts. terminals for flues F23L0017020000)
F24H,0.4012,0.7393,7,588,362444,FLUID HEATERS. e.g. WATER OR AIR HEATERS. HAVING HEAT-GENERATING MEANS. e.g. HEAT PUMPS. IN GENERAL  (steam generation F22)
F24S,-0.0447,0.5404,7,505,181957,SOLAR HEAT COLLECTORS; SOLAR HEAT SYSTEMS (for producing mechanical power from solar energy F03G0006000000)
F24T,0.2308,0.8963,7,232,12755,GEOTHERMAL COLLECTORS; GEOTHERMAL SYSTEMS
F24V,0.5061,0.4374,7,365,22340,COLLECTION. PRODUCTION OR USE OF HEAT NOT OTHERWISE PROVIDED FOR
F25B,0.2082,0.619,7,591,594477,REFRIGERATION MACHINES. PLANTS OR SYSTEMS; COMBINED HEATING AND REFRIGERATION SYSTEMS; HEAT PUMP SYSTEMS
F25C,0.5085,0.3734,7,462,54876,PRODUCING. WORKING OR HANDLING ICE
F25D,0.2163,0.2912,7,612,499529,REFRIGERATORS; COLD ROOMS; ICE-BOXES; COOLING OR FREEZING APPARATUS NOT OTHERWISE PROVIDED FOR (refrigerated showcases A47F0003040000;thermally-insulated vessels for domestic use A47J0041000000;refrigerated vehicles. see the appropriate subclasses of classes B60-B64;containers with thermal insulation in general B65D0081380000;heat-transfer. heat-exchange or heat-storage materials. e.g. refrigerants. or materials for the production of heat or cold by chemical reactions other than by combustion C09K0005000000;thermally-insulated vessels for liquefied or solidified gases F17C;air-conditioning or air-humidification F24F;refrigeration machines. plants. or systems F25B;cooling of instruments or comparable apparatus without refrigeration G12B)
F25J,0.6522,0.6247,3,396,82869,LIQUEFACTION. SOLIDIFICATION. OR SEPARATION OF GASES OR GASEOUS MIXTURES BY PRESSURE AND COLD TREATMENT (cryogenic pumps F04B0037080000;gas storage vessels. gas-holders F17;filling vessels with. or discharging from vessels. compressed. liquefied. or solidified gases F17C;refrigeration machines. plants. or systems F25B)
F26B,0.5985,0.0066,3,610,533187,DRYING SOLID MATERIALS OR OBJECTS BY REMOVING LIQUID THEREFROM (drying devices for combines A01D0041133000;racks for drying fruit or vegetables A01F0025120000;drying foodstuffs A23;drying hair A45D0020000000;body-drying implements A47K0010000000;drying household articles A47L;drying gases or vapours B01D;chemical or physical processes for dewatering or like separating liquids from solids B01D0043000000;centrifugal apparatus B04;drying ceramics C04B0033300000;drying yarns or fabrics in association with some other form of treatment D06C;drying frames for laundry without heating or positive air circulation. domestic laundry-or spin-driers. wringing or hot pressing laundry D06F;furnaces. kilns. ovens F27)
F27B,0.6478,0.5811,7,557,408049,FURNACES. KILNS. OVENS OR RETORTS IN GENERAL; OPEN SINTERING OR LIKE APPARATUS
F27D,0.6093,0.5961,7,543,503107,DETAILS OR ACCESSORIES OF FURNACES. KILNS. OVENS OR RETORTS. IN SO FAR AS THEY ARE OF KINDS OCCURRING IN MORE THAN ONE KIND OF FURNACE
F28B,0.5971,0.8684,7,425,48254,STEAM OR VAPOUR CONDENSERS (condensation of vapours B01D0005000000;condensation during pretreatment of gases prior to electrostatic precipitation of dispersed particles B03C0003014000;steam engine plants having condensers F01K;liquefaction of gases F25J;details of heat-exchange or heat-transfer arrangements of general application F28F)
F28C,0.6484,0.7738,7,437,73329,HEAT-EXCHANGE APPARATUS. NOT PROVIDED FOR IN ANOTHER SUBCLASS. IN WHICH THE HEAT-EXCHANGE MEDIA COME INTO DIRECT CONTACT WITHOUT CHEMICAL INTERACTION (heat-transfer. heat-exchange or heat-storage materials C09K0005000000; fluid heaters having heat generating means F24H;with an intermediate heat-transfer medium coming into direct contact with heat-exchange media F28D0015000000-F28D0019000000;details of heat-exchange apparatus of general application F28F)
F28D,0.408,0.6887,7,589,616546,HEAT-EXCHANGE APPARATUS. NOT PROVIDED FOR IN ANOTHER SUBCLASS. IN WHICH THE HEAT-EXCHANGE MEDIA DO NOT COME INTO DIRECT CONTACT (heat-transfer. heat-exchange or heat-storage materials C09K0005000000; fluid heaters having heat generating means and heat transferring means F24H;furnaces F27;details of heat-exchange apparatus of general application F28F); HEAT STORAGE PLANTS OR APPARATUS IN GENERAL
F28F,0.4083,0.6716,7,580,636495,DETAILS OF HEAT-EXCHANGE OR HEAT-TRANSFER APPARATUS. OF GENERAL APPLICATION (heat-transfer. heat-exchange or heat-storage materials C09K0005000000;water or air traps. air venting F16)
F28G,0.6035,0.7871,7,395,59768,CLEANING OF INTERNAL OR EXTERNAL SURFACES OF HEAT-EXCHANGE OR HEAT-TRANSFER CONDUITS. e.g. WATER TUBES OF BOILERS (cleaning pipes or tubes in general B08B0009020000;devices or arrangements for removing water. minerals. or sludge from boilers while the boiler is in operation. or which remain in position while the boiler is in operation. or are specifically adapted to boilers without any other utility F22B0037480000;removal or treatment of combustion products or combustion residues F23J;removing ice from heat-exchange apparatus F28F0017000000)
F41A,-1.0023,0.3795,8,475,72959,FUNCTIONAL FEATURES OR DETAILS COMMON TO BOTH SMALLARMS AND ORDNANCE. e.g. CANNONS; MOUNTINGS FOR SMALLARMS OR ORDNANCE
F41B,-0.8476,0.2208,8,440,30509,WEAPONS FOR PROJECTING MISSILES WITHOUT USE OF EXPLOSIVE OR COMBUSTIBLE PROPELLANT CHARGE; WEAPONS NOT OTHERWISE PROVIDED FOR (projectiles for fishing. e.g. fish-spears. A01K0081000000; sports implements for throwing A63B0065000000. e.g. boomerangs A63B0065080000; stationary apparatus for projecting sports balls. e.g. tennis balls. A63B0069400000; throwing or slinging toys A63H0033180000;knives. axes B26B; projectiles or missiles other than those incorporating springs as projecting means F42B0006000000)
F41C,-1.0652,0.3428,8,361,32212,SMALLARMS. e.g. PISTOLS OR RIFLES (projecting missiles without use of explosive or combustible propellant charge F41B); ACCESSORIES THEREFOR
F41F,-1.0275,0.4992,8,348,29438,APPARATUS FOR LAUNCHING PROJECTILES OR MISSILES FROM BARRELS. e.g. CANNONS (smallarms F41C); LAUNCHERS FOR ROCKETS OR TORPEDOES; HARPOON GUNS (functional features or details common to both smallarms and ordnance. mountings therefor F41A;projecting missiles without use of explosive or combustible propellant charge F41B)
F41G,-1.0147,0.2314,8,371,74941,WEAPON SIGHTS; AIMING (optical aspects thereof G02B)
F41H,-0.557,0.0578,8,524,90509,ARMOUR; ARMOURED TURRETS; ARMOURED OR ARMED VEHICLES; MEANS OF ATTACK OR DEFENCE. e.g. CAMOUFLAGE. IN GENERAL
F41J,-1.0412,0.1234,8,373,21598,TARGETS; TARGET RANGES; BULLET CATCHERS
F42B,-0.5959,0.4812,8,566,147273,EXPLOSIVE CHARGES. e.g. FOR BLASTING; FIREWORKS; AMMUNITION (explosive compositions C06B;fuzes F42C;blasting F42D)
F42C,-0.7199,0.6033,8,393,41156,AMMUNITION FUZES (blasting cartridge initiators F42B0003100000;chemical aspects C06C); ARMING OR SAFETY MEANS THEREFOR (filling fuzes F42B0033020000;fitting or extracting primers in or from fuzes F42B0033040000;containers for fuzes F42B0039300000)
F42D,-0.4356,0.6153,8,424,45890,BLASTING (fuses. e.g. fuse cords. C06C0005000000;blasting cartridges F42B0003000000)
F99Z,-0.7826,0.4141,8,18,19,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION
G01B,-0.3575,-0.031,1,634,1261296,MEASURING LENGTH. THICKNESS OR SIMILAR LINEAR DIMENSIONS; MEASURING ANGLES; MEASURING AREAS; MEASURING IRREGULARITIES OF SURFACES OR CONTOURS
G01C,-0.7458,0.043,1,586,994348,MEASURING DISTANCES. LEVELS OR BEARINGS; SURVEYING; NAVIGATION; GYROSCOPIC INSTRUMENTS; PHOTOGRAMMETRY OR VIDEOGRAMMETRY (measuring liquid level G01F; radio navigation. determining distance or velocity by use of propagation effects. e.g. Doppler effect. propagation time. of radio waves. analogous arrangements using other waves G01S)
G01D,-0.5676,0.0072,1,624,951307,MEASURING NOT SPECIALLY ADAPTED FOR A SPECIFIC VARIABLE; ARRANGEMENTS FOR MEASURING TWO OR MORE VARIABLES NOT COVERED BY A SINGLE OTHER SUBCLASS; TARIFF METERING APPARATUS; TRANSFERRING OR TRANSDUCING ARRANGEMENTS NOT SPECIALLY ADAPTED FOR A SPECIFIC VARIABLE; MEASURING OR TESTING NOT OTHERWISE PROVIDED FOR
G01F,-0.139,0.2031,1,609,511261,MEASURING VOLUME. VOLUME FLOW. MASS FLOW. OR LIQUID LEVEL; METERING BY VOLUME
G01G,-0.2898,-0.0311,1,599,189052,WEIGHING
G01H,-0.7238,0.0643,1,522,179524,MEASUREMENT OF MECHANICAL VIBRATIONS OR ULTRASONIC. SONIC OR INFRASONIC WAVES
G01J,-0.3917,-0.0704,1,602,518968,MEASUREMENT OF INTENSITY. VELOCITY. SPECTRAL CONTENT. POLARISATION. PHASE OR PULSE CHARACTERISTICS OF INFRARED. VISIBLE OR ULTRAVIOLET LIGHT; COLORIMETRY; RADIATION PYROMETRY
G01K,-0.3541,0.1026,1,611,380606,MEASURING TEMPERATURE; MEASURING QUANTITY OF HEAT; THERMALLY-SENSITIVE ELEMENTS NOT OTHERWISE PROVIDED FOR (radiation pyrometry G01J0005000000)
G01L,-0.4071,0.1103,1,616,534079,MEASURING FORCE. STRESS. TORQUE. WORK. MECHANICAL POWER. MECHANICAL EFFICIENCY. OR FLUID PRESSURE (weighing G01G)
G01M,-0.3818,0.2155,1,613,756384,TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES; TESTING OF STRUCTURES OR APPARATUS. NOT OTHERWISE PROVIDED FOR
G01N,0.151,-0.0513,1,646,5322130,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES (measuring or testing apparatus or processes other than immunoassay. involving enzymes or microorganisms C12M. C12Q)
G01P,-0.6309,0.1247,1,589,422506,MEASURING LINEAR OR ANGULAR SPEED. ACCELERATION. DECELERATION OR SHOCK; INDICATING PRESENCE OR ABSENCE OF MOVEMENT;  INDICATING DIRECTION OF MOVEMENT  (measuring angular rate using gyroscopic effects G01C0019000000;combined measuring devices for measuring two or more variables of movement G01C0023000000;measuring velocity of sound G01H0005000000;measuring velocity of light G01J0007000000;determining direction or velocity of solid objects by reflection or reradiation of radio or other waves and based on propagation effects. e.g. Doppler effect. propagation time or direction of propagation. G01S;measuring speed of nuclear radiation G01T)
G01Q,-0.2339,-0.2031,1,328,78225,SCANNING-PROBE TECHNIQUES OR APPARATUS; APPLICATIONS OF SCANNING-PROBE TECHNIQUES. e.g. SCANNING-PROBE MICROSCOPY [SPM]
G01R,-0.6211,-0.0112,1,619,1534140,MEASURING ELECTRIC VARIABLES; MEASURING MAGNETIC VARIABLES (indicating correct tuning of resonant circuits H03J0003120000)
G01S,-0.796,0.018,1,605,1171520,RADIO DIRECTION-FINDING; RADIO NAVIGATION; DETERMINING DISTANCE OR VELOCITY BY USE OF RADIO WAVES; LOCATING OR PRESENCE-DETECTING BY USE OF THE REFLECTION OR RERADIATION OF RADIO WAVES; ANALOGOUS ARRANGEMENTS USING OTHER WAVES
G01T,-0.2284,-0.1412,1,500,203841,MEASUREMENT OF NUCLEAR OR X-RADIATION (radiation analysis of materials. mass spectrometry G01N0023000000;tubes for determining the presence. intensity. density or energy of radiation or particles  H01J0047000000)
G01V,-0.538,0.0477,1,596,405291,GEOPHYSICS; GRAVITATIONAL MEASUREMENTS; DETECTING MASSES OR OBJECTS; TAGS (means for indicating the location of accidentally buried. e.g. snow-buried. persons A63B0029020000)
G01W,-0.8034,0.047,1,420,83485,METEOROLOGY (radar. sonar. lidar or analogous systems. designed for meteorological use G01S0013950000. G01S0015880000. G01S0017950000)
G02B,-0.3439,-0.1938,1,632,3262560,OPTICAL ELEMENTS. SYSTEMS OR APPARATUS 
G02C,0.025,-0.4095,2,503,270009,SPECTACLES; SUNGLASSES OR GOGGLES INSOFAR AS THEY HAVE THE SAME FEATURES AS SPECTACLES; CONTACT LENSES
G02F,-0.4382,-0.2626,1,567,1747816,OPTICAL DEVICES OR ARRANGEMENTS FOR THE CONTROL OF LIGHT BY MODIFICATION OF THE OPTICAL PROPERTIES OF THE MEDIA OF THE ELEMENTS INVOLVED THEREIN; NON-LINEAR OPTICS; FREQUENCY-CHANGING OF LIGHT; OPTICAL LOGIC ELEMENTS; OPTICAL ANALOGUE/DIGITAL CONVERTERS
G03B,-0.5036,-0.3118,1,615,1239450,APPARATUS OR ARRANGEMENTS FOR TAKING PHOTOGRAPHS OR FOR PROJECTING OR VIEWING THEM; APPARATUS OR ARRANGEMENTS EMPLOYING ANALOGOUS TECHNIQUES USING WAVES OTHER THAN OPTICAL WAVES; ACCESSORIES THEREFOR (optical parts of such apparatus G02B;photosensitive materials or processes for photographic purposes G03C;apparatus for processing exposed photographic materials G03D)
G03C,0.1582,-0.5222,2,544,345919,PHOTOSENSITIVE MATERIALS FOR PHOTOGRAPHIC PURPOSES; PHOTOGRAPHIC PROCESSES. e.g. CINE. X-RAY. COLOUR OR STEREO-PHOTOGRAPHIC PROCESSES; AUXILIARY PROCESSES IN PHOTOGRAPHY (photographic processes characterised by the use or manipulation of apparatus classifiable per se in subclass G03B. seeG03B)
G03D,-0.2238,-0.6338,2,418,58420,APPARATUS FOR PROCESSING EXPOSED PHOTOGRAPHIC MATERIALS; ACCESSORIES THEREFOR
G03F,-0.0602,-0.4456,2,548,1131102,PHOTOMECHANICAL PRODUCTION OF TEXTURED OR PATTERNED SURFACES. e.g. FOR PRINTING. FOR PROCESSING OF SEMICONDUCTOR DEVICES; MATERIALS THEREFOR; ORIGINALS THEREFOR; APPARATUS SPECIALLY ADAPTED THEREFOR (phototypographic composing devices B41B;photosensitive materials or processes for photographic purposes G03C;electrography. sensitive layers or processes G03G)
G03G,-0.2565,-0.4871,2,561,811534,ELECTROGRAPHY; ELECTROPHOTOGRAPHY; MAGNETOGRAPHY (information storage based on relative movement between record carrier and transducer G11B;static stores with means for writing-in or reading-out information G11C;recording of television signals H04N0005760000)
G03H,-0.5844,-0.5011,1,385,100519,HOLOGRAPHIC PROCESSES OR APPARATUS (holograms. e.g. point holograms. used as ordinary optical elements G02B0005320000;analogue computers performing mathematical operations with the aid of optical elements G06E0003000000;holographic storage G11B0007006500. G11C0013040000)
G04B,-0.9688,-0.299,1,507,128168,MECHANICALLY-DRIVEN CLOCKS OR WATCHES; MECHANICAL PARTS OF CLOCKS OR WATCHES IN GENERAL; TIME-PIECES USING THE POSITION OF THE SUN. MOON. OR STARS (spring- or weight-driven mechanisms in general F03G;electromechanical clocks or watches G04C;electromechanical clocks with attached or built-in means operating any device at preselected times or after predetermined time intervals G04C0023000000;clocks or watches with stop devices G04F0007080000;structural details or housings specially adapted for electronic time-pieces with no moving parts G04G0017000000)
G04C,-1.1712,-0.2526,1,436,128338,ELECTROMECHANICAL CLOCKS OR WATCHES (mechanical parts of clocks or watches in general G04B;electronic time-pieces with no moving parts. electronic circuitry for producing timing pulses G04G)
G04D,-0.8846,-0.2709,1,306,15942,APPARATUS OR TOOLS SPECIALLY DESIGNED FOR MAKING OR MAINTAINING CLOCKS OR WATCHES
G04F,-1.1089,-0.2011,1,459,66223,TIME-INTERVAL MEASURING (measuring pulse characteristics G01R. e.g. G01R0029020000;in radar or like systems G01S)
G04G,-1.1865,-0.294,1,438,190350,ELECTRONIC TIME-PIECES
